uid	topic	url	derived_uid	lang_id	lang_manual	content_date
IC0011W6P	T102	https://tsn.ua/politika/golova-sbu-rozpoviv-koli-i-yakimi-shlyahami-yanukovich-vtik-z-ukrayini-343726.html	HC000Q81K	ukr	ukr	2017-04-05
IC0011W7Y	T103	https://focus.ua/society/299390/	HC000Q7QE	rus	rus	2014-03-04
IC0011W82	T103	http://inosmi.ru/sngbaltia/20140306/218257008.html	HC000Q7QF	rus	rus	2014-03-06
IC0011W91	T103	https://ria.ru/tv_society/20160224/1379849256.html	HC000Q7QG	rus	rus	2016-02-24
IC0011W9U	T103	http://antifashist.com/item/rasstrel-nebesnoj-sotni-byvshie-soratniki-po-majdanu-lupyat-drug-druga-kompromatom.html	HC000Q7QH	rus	rus	2015-10-25
IC0011WBC	T103	http://ubop.info/stati-novosti-ukrainy/taina-rasstrela-nebesnoi-sotni-nikogda-ne-budet-raskryta.html	HC000Q7QI	rus	rus,ukr	2014-01-16
IC0011WBU	T101	https://lenta.ru/news/2017/06/29/chuguev/	HC000Q7W4	rus	rus	2017-06-29
IC0011WDI	T101	http://www.bbc.com/russian/international/2016/05/160428_mh17_conspiracy_files_article	HC000Q7W5	rus	rus	2016-02-24
IC0011WE8	T101	http://noxx77.livejournal.com/351324.html	HC000Q7WV	rus	rus	2014-07-19
IC0011WEL	T101	http://vremenynet.ru/headings/?SECTION_ID=25&ELEMENT_ID=1868	HC000Q7W6	rus	rus	2015-07-17
IC0011WEO	T101	http://www.qwrt.ru/news/2394	HC000Q7WN	rus	rus	2017-11-27
IC0011WF6	T101	http://freedomrussia.org/2017/06/05/malayziyskiy-boeing-reysa-mh17-byil-sbit-putinskoy-raketoy-buk-merzkie-rozhi-ubiyts/	HC000Q7W7	rus	rus	2017-06-05
IC0011WGE	T101	http://news.bigmir.net/world/997344-V-Bellingcat-ystanovili-nomer-Byka-kotorim-bil-sbit-reis-MH17	HC000Q7W9	rus	rus	2016-12-06
IC0011WH4	T101	https://meduza.io/feature/2015/04/09/samolet-ne-tot	HC000Q7WA	rus	rus	2015-04-09
IC0011WH6	T101	http://www.bbc.com/russian/features-37496581	HC000Q7WB	rus	rus	2017-09-28
IC0011WHO	T101	https://www.kp.ru/daily/26521.7/3537419/	HC000Q7WC	rus	rus	2016-04-24
IC0011WI1	T101	http://www.ekhoplanet.ru/byvshij-major-vsu-soobshhil-chto-boeing-mh17-poterpevshij-krushenie-v-donbasse-byl-sbit-ukrainskim-kompleksom-buk-67699.html	HC000Q7WD	rus	rus	2017-10-07
IC0011WIW	T101	https://openrussia.org/post/view/12984/	HC000Q7WW	rus	rus	2016-02-23
IC0011WJP	T101	http://bessarabiainform.com/2014/07/terroristy-sbili-passazhirskij-boing-777-foto-video/	HC000Q7WE	rus	rus	2014-07-17
IC0011WLW	T101	https://www.currenttime.tv/a/26954943.html	HC000Q7WQ	rus	rus	2015-04-14
IC0011WME	T101	http://news.bigmir.net/ukraine/831398-Peregovory-boevikov-o-sbitom-Boinge-777---Znachit--zavozili-shpionov---audio-	HC000Q7WF	rus	rus	2014-07-18
IC0011WO2	T101	https://soundcloud.com/radio-vesti/otchet-po-boingu-mn-17-spravka-radio-vesti	HC000Q7WS	eng	rus	2017-11-27
IC0011WOS	T103	http://ejnews.ru/aktivist-majdana-vladimir-venchak-zayavil-chto-strelba-po-protestuyushhim-velas-oppozicionerami-so-storony-gostinicy-ukraina-49686.html	HC000Q7QK	rus	rus	2017-06-10
IC0011WPC	T103	http://otvet.expert/pochemu-berkut-strelyal-na-maydane-v-protestuyushih-514962	HC000Q7R9	rus	rus	2017-11-27
IC0011VZ8	T102	https://www.youtube.com/watch?v=qPQGdp52vGE	IC0011VZA	rus	rus	n/a
IC0011W11	T103	https://www.youtube.com/watch?v=8lWpGe1lmdY	IC0011W15	rus	rus	n/a
IC0011W5W	T103	https://www.youtube.com/watch?v=Rmyu4jYHrm0	IC0011W60	und	rus	n/a
IC0011W63	T103	https://www.youtube.com/watch?v=nE4NYT07Ie0	IC0011W66	und	rus,ukr	n/a
IC0011TWF	T101	http://www.vedomosti.ru/politics/articles/2015/06/02/594799-almaz-antei-malaziiskii-boeing-sbil-ukrainskii-buk	HC00038RX	rus	rus	2017-06-02
IC0011WNI	T101	https://www.youtube.com/watch?v=fONtQEaSmto	IC0011WNK	rus	rus	n/a
IC0011WQI	T101	https://dninews.com/article/leaked-documents-ukrainian-air-forces-shot-down-mh17-confirms-conspiracy-and-guilt	HC000Q7VB	eng	eng	2017-05-24
IC0011WR5	T103	http://euromaidanpress.com/2016/02/20/separating-myth-from-reality-6-facts-on-the-shooting-of-the-euromaidan-protesters/	HC000Q804	eng	eng	2017-11-27
IC0011WS1	T103	http://www.cnn.com/2014/03/05/world/europe/ukraine-leaked-audio-recording/index.html	HC000Q805	eng	eng	2014-03-06
IC0011WS9	T103	http://mashable.com/2014/03/05/leaked-audio-changes-conversation-about-ukraine-snipers/#t.l_TsCF1Pq4	HC000Q7ZP	eng	eng	2014-03-06
IC0011WT3	T103	http://www.newsweek.com/ukraine-claims-find-sniper-maidan-massacre-480406	HC000Q7ZQ	eng	eng	2016-07-14
IC0011WTW	T103	http://foreignpolicy.com/2016/02/26/he-killed-for-the-maidan/	HC000Q7ZR	eng	eng	2017-11-27
IC0011WUX	T102	https://www.unian.ua/politics/888410-yanukovich-vtik-do-rosiji-zmi.html	HC000Q81L	ukr	rus,ukr	2017-02-22
IC0011WV7	T102	http://osp-ua.info/vlada/29785-vtecha-janukovicha-scho-stalosja-v-nich-z-21-na-22-lutogo.html	HC000Q81M	ukr	ukr	2014-02-25
IC0011WVO	T102	http://www.volynpost.com/news/31492-vtecha-ianukovycha-v-foto	HC000Q81O	ukr	ukr	2014-04-21
IC0011WVS	T102	https://www.unian.ua/politics/892208-sayt-mvs-rozmistiv-ogoloshennya-pro-rozshuk-yanukovicha.html	HC000Q81P	ukr	ukr	2017-03-03
IC0011WWP	T103	http://www.informationclearinghouse.info/article43856.htm	HC000Q7ZS	eng	eng	2016-01-11
IC0011WX2	T103	https://www.reuters.com/article/us-ukraine-killings-probe-special-report/special-report-flaws-found-in-ukraines-probe-of-maidan-massacre-idUSKCN0HZ0UH20141010	HC000Q806	eng	eng	2014-10-10
IC0011WX8	T103	https://tacticalinvestor.com/cia-behind-kiev-massacre-maidan-leaders-hired-kiev-snipers/	HC000Q7ZT	eng	eng	2017-11-27
IC0011WXJ	T103	https://www.thedailybeast.com/did-trump-ex-adviser-paul-manafort-play-a-role-in-2014-ukraine-massacre	HC000Q7ZU	eng	eng	2017-03-15
IC0011WXS	T103	https://www.sott.net/article/309703-Study-proves-Maidan-massacre-was-carried-out-by-current-Ukrainian-government	HC000Q7ZV	eng	eng	2016-01-03
IC0011WY3	T103	https://www.vice.com/en_us/article/jmbp5d/hotels-in-kiev-are-being-turned-into-morgues	HC000Q7ZW	eng	eng	2014-02-20
IC0011WZ7	T103	https://www.newcoldwar.org/five-things-netflix-documentary-on-maidan-doesnt-tell-you-about-ukraine/	HC000Q807	eng	eng	2015-10-24
IC0011WZX	T103	https://www.thedailybeast.com/exclusive-photographs-expose-russian-trained-killers-in-kiev	HC000Q808	eng	eng	2014-03-30
IC0011X06	T103	https://www.haaretz.com/world-news/1.578576	HC000Q809	eng	eng	2014-03-08
IC0011WRG	T103	https://www.youtube.com/watch?v=Ib7EkJD08e4	IC0011WRK	eng	eng,rus,ukr	n/a
IC0011WRU	T103	https://www.youtube.com/watch?v=RIi8jGVu-ME	IC0011WRW	eng	eng,ukr	n/a
IC0011WUD	T101	https://www.youtube.com/watch?v=K5YSVly36cU	IC0011WUH	eng	eng,rus	n/a
IC0011WWV	T103	https://www.youtube.com/watch?v=sGuqzhpIvdo	IC0011WWZ	eng	eng,ukr	n/a
IC0011WXW	T103	https://www.youtube.com/watch?v=kGeh4X1ORUM	IC0011WXZ	eng	eng	n/a
IC0011TZ4	T102	http://forum.lvivport.com/threads/zakonnist-ta-konstitucijnist-vidstavki-usunennja-prezidenta-janukovicha.98620/	HC0007KJT	ukr	rus,ukr	2014-05-19
IC0011X0K	T102	https://www.yaplakal.com/forum1/topic742304.html?hl=%D1%81%D0%B0%D0%BC%D0%BE%D0%BB%D0%B5%D1%82+%D1%8F%D0%BD%D1%83%D0%BA%D0%BE%D0%B2%D0%B8%D1%87%D0%B0	HC000Q813	rus	rus	2014-02-23
IC0011X40	T103	https://www.pri.org/stories/2014-03-14/who-were-maidan-snipers	HC000Q80A	eng	eng	2014-03-14
IC0011X4T	T103	https://www.unz.com/plee/why-the-paetashton-phone-call-matters/	HC000Q7ZY	eng	eng	2014-03-07
IC0011X5P	T103	https://sputniknews.com/voiceofrussia/news/2014_03_31/Photos-prove-Maidan-snipers-who-shot-at-protesters-and-police-were-Ukrainians-media-reports-9449/	HC000Q80B	eng	eng	2014-03-31
IC0011X6K	T103	https://www.stopfake.org/en/member-of-polish-parliament-lies-about-maidan-snipers/	HC000Q7QL	eng	eng,rus	2015-04-22
IC0011X89	T103	https://www.irishtimes.com/news/world/europe/year-after-maidan-deaths-rumours-of-police-snipers-persist-1.2110194	HC000Q80C	eng	eng	2015-11-27
IC0011X8E	T102	http://www.aif.ru/euromaidan/prediction/1112480	HC000Q814	rus	rus	2014-02-25
IC0011XBJ	T103	https://en.news-front.info/2017/07/03/chervonenko-shots-on-maidan-were-fired-from-houses-controlled-by-revolutionaries/	HC000Q80D	eng	eng	2017-07-03
IC0011XC5	T103	https://www.sott.net/article/312761-We-shot-first-Proud-Maidan-protester-admits-to-killing-Berkut-soldiers-during-Kievs-sniper-massacre	HC000Q800	eng	eng	2016-02-20
IC0011XC9	T102	https://sobesednik.ru/politika/20140222-viktor-yanukovich-pokinul-kiev-nazvany-celi-ego-poezdki-v-ha	HC000Q80P	rus	rus	2014-02-22
IC0011XCO	T103	https://www.thedailybeast.com/exclusive-photos-of-kievs-russian-trained-killers?account=thedailybeast&medium=twitter&source=socialflow	HC000Q801	eng	eng	2014-03-30
IC0011XD3	T103	https://www.stopfake.org/en/the-lie-the-commission-of-the-verkhovna-rada-proved-that-it-was-not-berkut-who-were-shooting-on-the-maidan/	HC000Q7PE	eng	eng,rus	2014-05-17
IC0011XEL	T103	https://sputniknews.com/europe/201601031032633643-study-maidan-deaths-false-flag/	HC000Q80E	eng	eng	2016-03-01
IC0011XGA	T102	https://www.kp.ru/daily/26648/3667624/	HC000Q80Q	rus	rus	2017-02-28
IC0011XGK	T102	https://antikor.com.ua/articles/3586-bloknot_ohorontsja_diktatora_janukovicha._peregovori_z_cheljaddju_koruptsija_ta_represiji	HC000Q81R	eng,rus	rus,ukr	2017-03-23
IC0011XGN	T102	http://zemlj.blogspot.com/2014/10/48.html	HC000Q81U	ukr	ukr	2014-10-05
IC0011XHB	T102	http://news.liga.net/foreign/politics/4647640-yanukovich_poterpel_porazhenie_eshche_do_togo_kak_sbezhal_nyt.htm	HC000Q80R	rus	rus	2015-01-05
IC0011XHQ	T102	http://informat.com.ua/kto-zhe-organizoval-pobeg-janukovicha-v-rossiju/	HC000Q80T	rus	rus	2017-05-17
IC0011XJ5	T103	https://www.unian.ua/society/1046521-komandir-spetsnazu-rozpoviv-hto-y-u-kogo-strilyav-na-maydani-18-20-lyutogo-2014-roku.html	HC000Q7RB	ukr	ukr	2017-02-20
IC0011XJF	T103	http://www.bbc.com/ukrainian/politics/2015/02/150213_maidan_shooting_rl	HC000Q80F	ukr	ukr	2017-02-13
IC0011XJZ	T103	http://www.theinsider.ua/politics/premieriada-live/	HC000Q7RC	ukr	ukr	2017-02-18
IC0011XOC	T103	http://www.bbc.com/ukrainian/blogs/2015/01/150120_first_killed_maidan_22_january_vc	HC000Q80G	ukr	ukr	2017-01-22
IC0011XOW	T103	http://galinfo.com.ua/articles/istoriya_luchnyka_yakyy_ryatuvav_lyudey_na_instytutskiy_160224.html	HC000Q7RE	ukr	ukr	2017-04-17
IC0011XP1	T101	https://politros.com/politic/62603/	HC000Q7WG	rus	rus	2017-07-11
IC0011XPZ	T103	http://nbnews.com.ua/ua/news/113591/	HC000Q7RF	rus	ukr	2014-02-20
IC0011XQR	T102	http://www.politnavigator.net/german-zaverila-chto-sbezhavshijj-iz-kieva-yanukovich-ostajotsya-prezidentom-ukrainy.html	HC000Q80V	rus	rus	2014-02-22
IC0011XRA	T102	https://elise.com.ua/2016/11/22/yanukovich-rasskazal-pochemu-sbezhal-iz-u/	HC000Q80W	rus	rus	2017-11-27
IC0011XRW	T102	https://utro.ru/articles/2014/02/22/1177511.shtml	HC000Q80X	rus	rus	2017-09-22
IC0011XSG	T101	https://espreso.tv/news/2014/07/17/v_minoborony_kazhut_scho_litak_mohla_zbyty_lyshe_rosiyska_armiya___dzherelo	HC000Q7X1	ukr	rus,ukr	2014-07-17
IC0011XU1	T101	https://znaj.ua/society/katastrofa-mn17-propagandysty-zamitayut-slidy	HC000Q7X4	ukr	ukr	2017-10-08
IC0011XVE	T101	http://pryhodkonazar.patrioty.org.ua/blogs/mn-17-fakty-rich-uperta--pokarannia-bude-182533.html	HC000Q7XJ	ukr	rus,ukr	2017-07-17
IC0011XVH	T101	https://www.5.ua/svit/rf-sfalsyfikuvala-suputnykovi-znimky-zbytoho-malaiziiskoho-boinha-nad-donbasom-ahentvo-bellingcat-82332.html	HC000Q7X5	ukr	ukr	2017-11-27
IC0011XWB	T101	http://www.bbcsomali.com/ukrainian/politics/2016/09/160929_mh17_russia_almaz_version_yg	HC000Q7X6	ukr	ukr	2017-09-29
IC0011XWU	T101	https://kurs.if.ua/news/sbu_oprylyudnyla_telefonni_peregovory_terorystiv_za_2_hvylyny_do_zbyttya_boinga_3512.html	HC000Q7X7	ukr	rus,ukr	2017-07-25
IC0011XWY	T101	http://osvita.mediasapiens.ua/ethics/manipulation/ap_vikrivae_sprobi_rosiyskoi_propagandi_pereklasti_vinu_za_zbitiy_malayziyskiy_litak_na_ukrainu/	HC000Q7X8	ukr	ukr	2017-01-29
IC0011XX1	T101	https://hromadske.ua/posts/pidsumky-rozsliduvannia-po-mn17-litak-zbyla-boieholovka-9n314m	HC000Q7X9	ukr	eng,ukr	2017-11-27
IC0011XX5	T101	http://www.pravda.com.ua/columns/2015/10/13/7084701/	HC000Q7XI	ukr	rus,ukr	2015-10-13
IC0011X38	T102	https://www.youtube.com/watch?v=VtlY_ygC7Vc	IC0011X3A	rus	rus	n/a
IC0011X3F	T102	https://www.youtube.com/watch?v=EpEUggsrCCw	IC0011X3I	rus	rus	n/a
IC0011X3T	T102	https://www.youtube.com/watch?v=9tP8XlIrGcY	IC0011X3X	rus	rus	n/a
IC0011XBY	T103	https://www.youtube.com/watch?v=IWzI9V3WSnc	IC0011XC2	eng	eng	n/a
IC0011XCW	T103	https://www.youtube.com/watch?v=Xh_YkdGbWqk	IC0011XD0	eng	eng	n/a
IC0011XH5	T102	https://www.youtube.com/watch?v=qLRVPL8gGp8	IC0011XH7	ukr	ukr	n/a
IC0011XHJ	T102	https://www.youtube.com/watch?v=SNrPsQCs7rM	IC0011XHM	rus	rus	n/a
IC0015SGV	T102	https://www.youtube.com/watch?time_continue=18&v=9tP8XlIrGcY	IC0015SGZ	rus	rus	2016-06-06
IC0011YOX	T101	https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D1%82%D0%B0%D1%81%D1%82%D1%80%D0%BE%D1%84%D0%B0_Boeing_777_%D0%B2_%D0%94%D0%BE%D0%BD%D0%B5%D1%86%D0%BA%D0%BE%D0%B9_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D0%B8	HC000T6C8	rus	rus	2014-07-17
IC0011YQ8	T101	https://www.bsblog.info/otchyot-boing-mn17-byl-sbit-terroristami-iz-rossijskogo-buka/	HC000T6C7	rus	rus	2016-09-28
IC0011YQN	T101	https://censor.net.ua/news/462782/rossiya_rasprostranyaet_feyikovye_novosti_po_katastrofe_mh17_mvd_niderlandov	HC000T6C6	rus,ukr	rus	2017-11-14
IC0011YQY	T101	http://sensei-yoda.blogspot.com/2016/09/17_29.html	HC000T6C5	rus	rus	2017-09-29
IC0011YRE	T101	https://ura.news/news/1052297304	HC000T6C4	rus	rus	2017-12-07
IC0011YS1	T101	http://igor-peshkov-59.livejournal.com/1045360.html	HC000T6C3	rus	eng,rus	2015-02-11
IC0011YSB	T101	http://marafonec.livejournal.com/6009022.html	HC000T6C2	rus	rus	2016-10-15
IC0011YSN	T101	https://www.vesti.ru/doc.html?id=2910910	HC000T6C1	rus	rus	2017-07-17
IC0011YUX	T101	http://origin-life.ru/blog/43971359978/Amerikanskiy-zhurnalist-dobyil-dokazatelstva-vinyi-Ukrayinyi-v-k	HC000T6BZ	rus	rus	2017-11-10
IC0011YVM	T101	http://www.bbc.com/russian/international/2015/10/151013_mh17_report_final_wrap	HC000T6BY	rus	rus	2015-10-13
IC0011YW5	T101	http://insiderblogs.info/katastrofa-boinga-777-pod-doneckom-tayna-spiska-passajirov/	HC000T6BX	rus	rus	2014-07-23
IC0011YWR	T101	http://wedun26.livejournal.com/64360.html	HC000T6BW	rus	rus	2015-07-21
IC0011YX2	T101	https://colonelcassad.livejournal.com/2720294.html	HC000T6BU	rus	rus	2016-04-24
IC0011Z4L	T101	http://www.aif.ru/society/law/reshennyy_vopros_pochemu_rossiyu_naznachat_vinovnoy_za_gibel_boinga	HC000T6BS	rus	rus	2017-09-21
IC0011Z7V	T101	https://korrespondent.net/ukraine/3898154-MH17-u-Bellingcat-novoe-dokazatelstvo-vyny-rf	HC000T6BR	rus	rus	2017-11-14
IC0011Z8T	T101	http://rusdozor.ru/2014/07/22/prikaz-sbit-malazijskij-boing-otdal-lichno-poroshenko/	HC000ZPRX	rus	rus	2014-07-22
IC0011ZBR	T102	http://www.spiegel.de/international/world/viktor-yanukovych-interview-ukraine-has-become-a-wild-country-a-1135829.html	HC000T6BQ	eng	eng	2017-02-24
IC0011ZC3	T103	http://wz.lviv.ua/news/51601-na-hrushevskoho-vbyto-shche-odnu-liudynu	HC000ZPS2	ukr	ukr	2014-01-22
IC0011ZDB	T103	https://zhitomir-online.com/top_news/23724-na-grushevskogo-vbito-protestuvalnika-vdeo.html	HC000T6BP	ukr	rus,ukr	2017-01-22
IC0011ZDT	T101	https://www.1tv.ru/news/2014-08-07/38986-v_smi_malayzii_poyavilas_novaya_versiya_krusheniya_boinga_nad_ukrainoy	HC000T6BO	rus	rus	2017-08-07
IC0011ZDW	T101	https://photochronograph.blogspot.ru/2014/07/blog-post_21.html?_escaped_fragment_	HC000T6BN	rus	rus	2017-07-21
IC0011ZF5	T103	https://www.0342.ua/news/459163	HC000T6BL	ukr	ukr	2017-01-22
IC0011ZFB	T103	https://pmg.ua/life/10207-na-yevromajjdani-chotyrma-postrilamy-vbyto-protestuvalnyka	HC000T6BK	ukr	ukr	2017-01-22
IC0011ZFO	T102	https://www.geopoliticalmonitor.com/the-us-should-stop-calling-ukraines-new-government-legitimate-4955/	HC000T6BI	eng	eng	2014-03-30
IC0011ZG3	T101	https://www.kp.ru/daily/26257.4/3136458/	HC000T6BG	rus	rus	2017-12-07
IC0011ZGK	T101	https://meduza.io/feature/2016/09/28/boing-sbili-iz-rossiyskogo-buka-glavnoe	HC000T6BF	rus	rus	2017-09-28
IC0011ZGL	T101	http://www.bbc.com/russian/features-37477619	HC000T6BE	rus	rus	2017-09-26
IC0011ZH4	T101	http://www.mk.ru/blogs/posts/versii-krusheniya-boeing-na-ukraine.html	HC000T6BD	rus	rus	2014-07-18
IC0011ZHL	T101	https://www.svoboda.org/a/28018061.html	HC000T6BC	rus	rus	2016-09-28
IC0011ZII	T101	https://colonelcassad.livejournal.com/2077046.html	HC000T6BB	rus	rus	2015-03-04
IC0011ZMQ	T102	http://www.bbc.com/news/world-europe-29761799	HC000T6B8	eng	eng	2017-12-07
IC0011ZNA	T102	https://www.nytimes.com/2014/02/23/world/europe/ukraine.html	HC000T6B6	eng	eng	2014-02-22
IC0011ZNV	T102	http://carnegieendowment.org/2015/02/25/year-after-maidan-why-did-viktor-yanukovych-flee-after-signing-agreement-with-opposition	HC000T6B5	eng	eng	2015-02-25
IC0011ZNZ	T102	http://www.bbc.com/news/world-europe-25182830	HC000T6B3	eng	eng	2014-02-28
IC0011ZOJ	T103	https://24tv.ua/evolyutsiya_gidnosti_22_sichnya_zaginuli_bilorus_zhiznevskiy_ta_virmenin_nigoyan_n534599	HC000T6B2	ukr	ukr	2017-01-22
IC0011ZPI	T103	http://www.pravda.com.ua/articles/2014/01/23/7010202/	HC000T6B1	ukr	ukr	2017-01-23
IC0011ZSR	T103	http://ipress.ua/news/zagyblomu_na_grushevskogo_vluchyly_v_sertse_40297.html	HC000T6AZ	ukr	ukr	2014-01-22
IC0011ZT0	T103	http://ipress.ua/news/peremyrya_na_grushevskogo_zakinchylosya_40223.html	HC000T6AY	ukr	ukr	2014-01-21
IC0011ZTI	T102	https://www.vice.com/en_us/article/3b7d43/yanukovych-im-the-real-president	HC000T6AW	eng	eng,rus	2014-02-28
IC0011ZUQ	T102	http://www.ibtimes.co.uk/breaking-news-ukraine-president-viktor-yanukovych-flees-kiev-amid-assassination-fears-1437499	HC000T6AU	eng	eng	2014-02-22
IC0011ZVC	T102	https://news.vice.com/article/putin-reveals-he-ordered-the-annexation-of-crimea-on-the-day-yanukovych-fled-kiev	HC000T6AT	eng	eng	2017-12-07
IC0011ZVG	T102	http://www.hurriyetdailynews.com/yanukovych-insists-not-overthrown-will-fight-on-63055	HC000T6AH	eng	eng	2014-02-28
IC0011ZW1	T102	http://www.bbc.com/news/world-europe-26307745	HC000T6AG	eng	eng	2014-02-23
IC0011ZWK	T103	https://www.radiosvoboda.org/a/25276530.html	HC000T6AF	rus,ukr	rus,ukr	2014-02-25
IC0011ZZG	T102	http://www.dailymail.co.uk/news/article-2568194/Missing-Ukrainian-president-Viktor-Yanukovych-smuggled-country-CIA-claims-Russian-government.html	HC000T6AE	eng	eng,ukr	2014-12-07
IC00120CD	T102	https://www.rferl.org/a/was-yanukovychs-ouster-constitutional/25274346.html	HC000T69Z	eng	eng	2014-02-23
IC00120CZ	T102	https://www.rferl.org/a/ukraine-yanukovych-press-conference/25280591.html	HC000T69W	eng	eng,ukr	2014-02-28
IC0011YA9	T101	https://www.youtube.com/watch?v=LSl-Ggeef3Y	IC0011YAC	rus	rus	n/a
IC0011YAF	T101	https://www.youtube.com/watch?v=9C_FeNWjlqY	IC0011YAJ	rus	rus	n/a
IC0011YAM	T101	https://www.youtube.com/watch?v=pn0jVDYCwyw	IC0011YAP	rus	rus	n/a
IC0011YAT	T101	https://www.youtube.com/watch?v=TzcKcyHG_CY	IC0011YAW	und	rus	n/a
IC0011TL5	T103	http://ipress.ua/news/smert_na_grushevskogo_pryyshla_z_kremlya_putin_hoche_izolyuvaty_yanukovycha_vid_svitu_40343.html	HC0001VKL	ukr	ukr	2014-01-22
IC0011YB0	T103	https://www.youtube.com/watch?v=al92DntkjHY	IC0011YB2	ukr	ukr	n/a
IC0011YB7	T101	https://www.youtube.com/watch?v=aMmMSkZ-AKA	IC0011YB9	rus	rus	n/a
IC0011YBE	T102	https://www.youtube.com/watch?v=hnZ1pr0naF8	IC0011YBG	eng	eng	n/a
IC0011YBL	T101	https://www.youtube.com/watch?v=pzSdsrpzDTw	IC0011YBN	und	rus	n/a
IC0011YBZ	T101	https://www.youtube.com/watch?v=0Es8D8h-OOM	IC0011YC1	rus	rus	n/a
IC0011YC6	T101	https://www.youtube.com/watch?v=r2QL84g7G5U	IC0011YCA	rus	rus	n/a
IC0011YCD	T102	https://www.youtube.com/watch?v=lpORvBawKSU	IC0011YCH	eng	eng	n/a
IC0011YCK	T103	https://www.youtube.com/watch?v=cd8qqTgtMZ8	IC0011YCN	ukr	ukr	n/a
IC0011YCR	T103	https://www.youtube.com/watch?v=qmybTthg5mg	IC0011YCV	rus,ukr	rus,ukr	n/a
IC0011YD5	T102	https://www.youtube.com/watch?v=AXbskWtFeuI	IC0011YD7	eng	eng	n/a
IC0011YDC	T102	https://www.youtube.com/watch?v=bEg-8cgbUhs	IC0011YDG	eng	eng,ukr	n/a
IC00120JH	T103	http://vgolos.com.ua/news/snayper_vbyv_na_instytutskiy_lutskogo_studenta_135486.html	HC000T67T	ukr	ukr	2014-02-20
IC00120JQ	T103	http://vgolos.com.ua/news/bilya_gotelyu_kozatskyy_na_maydani_vyyavyly_tila_semy_vbytyh_cholovikiv_135374.html	HC000T67R	ukr	ukr	2014-02-20
IC00120JZ	T103	https://life.pravda.com.ua/society/2014/02/25/153841/	HC000T67I	ukr	ukr	2017-02-25
IC00120KB	T103	http://zakarpattya.net.ua/Blogs/120323-Nebesna-sotnia	HC000T67G	ukr	ukr	2017-12-07
IC00120KG	T103	https://zaxid.net/13_meshkantsiv_lvivshhini_zaginuli_na_maydani_spisok_n1303042	HC000T67F	ukr	ukr	2017-02-27
IC00120L9	T103	https://zaxid.net/u_moz_pidtverdili_zagibel_77_uchasnikiv_protestiv_u_kiyevi_n1303009	HC000T67D	ukr	ukr	2017-02-21
IC00120MP	T103	https://kyivcity.gov.ua/news/13506.html	HC000T67A	ukr	ukr	2017-02-20
IC00120MT	T102	https://www.theatlantic.com/photo/2014/02/ukraines-president-voted-out-flees-kiev/100686/	HC000T678	eng	eng	2014-02-22
IC00120OB	T103	https://ua.korrespondent.net/ukraine/politics/3322556-snaipery-yaki-strilialy-na-maidani-ye-hromadianamy-ukrainy-hpu	HC000T676	ukr	rus,ukr	2017-03-21
IC00120PF	T103	https://ua.korrespondent.net/ukraine/politics/3309265-kyivsku-oblast-patruluiuit-zahony-narodnoi-samooborony-mvs	HC000T66S	ukr	ukr	2017-02-21
IC00120Q7	T101	https://glavcom.ua/publications/yak-rosiya-zbila-malayziyskiy-bojing-rezultati-rozsliduvannya-375034.html	HC000T66Q	ukr	rus,ukr	2017-09-28
IC00120QM	T103	https://tsn.ua/politika/lyudey-na-maydani-rozstrilyuvali-z-britanskih-gvintivok-a-asavalyuk-lyubiv-pograti-zi-smertyu-336584.html	HC000T66N	ukr	ukr	2017-02-25
IC00120QW	T103	https://ua.korrespondent.net/ukraine/politics/3309504-kryvavi-dni-ukrainy-fotokhronika-maidanu-20-21-luitoho	HC000T66M	ukr	ukr	2017-02-21
IC00120RO	T103	http://uapress.info/uk/news/show/16877	HC000T66K	ukr	ukr	2017-02-21
IC00120S9	T103	https://www.obozrevatel.com/ukr/politics/48637-snajperi-na-institutskij-v-povnij-bojovij-gotovnosti-nardep.htm	HC000T661	ukr	ukr	2017-02-21
IC0011YDX	T103	https://www.youtube.com/watch?v=yBNwwKGlibA	IC0011YE1	ukr	ukr	n/a
IC0011YE4	T103	https://www.youtube.com/watch?v=0k8GVmgB9Hw	IC0011YE8	und	ukr	n/a
IC0011YEB	T103	https://www.youtube.com/watch?v=PucNbVRk9QU	IC0011YEE	ukr	ukr	n/a
IC0011YEL	T103	https://www.youtube.com/watch?v=YmOOn8UJWNE	IC0011YEN	ukr	ukr	n/a
IC0011YES	T103	https://www.youtube.com/watch?v=LIRWliQKCL8	IC0011YEW	ukr	ukr	n/a
IC0011YEZ	T103	https://www.youtube.com/watch?v=X8734-ITxeo	IC0011YF3	ukr	rus,ukr	n/a
IC00120J0	T103	https://www.youtube.com/watch?v=T6IbEIBhb8o&list=TLaPoqGHaZCTGIqfKlXunblu6owEQZrkUz	IC00120J2	und	ukr	n/a
IC00161NC	T103	https://www.youtube.com/watch?time_continue=8&v=HLCH83OohwM	IC00161NF	rus,ukr	ukr	2014-02-20
IC00120TN	T103	http://expres.ua/main/2017/06/22/248721-hto-zh-strilyav-maydani	HC000T6HV	ukr	ukr	2017-06-22
