q1	q2	similarity
Q1292279	Q11974939	0.0755466715
Q1292279	Q12136	0.23670549125
Q1292279	Q1472062	0.01892672645
Q1292279	Q15265344	0.05652846815
Q1292279	Q15401930	0.0285756798
Q1292279	Q15621286	0.07142009425000001
Q1292279	Q166231	0.1940517657
Q1292279	Q169872	0.0907193868
Q1292279	Q1717246	0.020985085049999998
Q1292279	Q18691599	0.07662821915000001
Q1292279	Q1930187	0.02563870765
Q1292279	Q2057971	0.09650717560000001
Q1292279	Q215627	0.00099432495
Q1292279	Q216353	0.2558430742
Q1292279	Q22445448	0.12345883649999999
Q1292279	Q2285706	0.0534099289
Q1292279	Q26398	0.25712741935
Q1292279	Q27096213	0.0895178449
Q1292279	Q27096235	0.08858812505
Q1292279	Q3030248	0.02013808565
Q1292279	Q3241045	0.09228570459999999
Q1292279	Q327333	0.05222981175
Q1292279	Q3625549	0.01690292735
Q1292279	Q3947	0.0809629355
Q1292279	Q41176	0.08897931885
Q1292279	Q42240	0.02723532855
Q1292279	Q42918	0.0189772968
Q1292279	Q4936952	0.17577694795
Q1292279	Q515	0.15637562885
Q1292279	Q56061	0.28847707165
Q1292279	Q567303	0.0197609965
Q1292279	Q57699905	0.10118381030000001
Q1292279	Q60528603	0.016637041249999998
Q1292279	Q61509	0.0739597323
Q1292279	Q6256	0.0667348902
Q1292279	Q690140	0.0
Q1292279	Q728	0.0476465489
Q1292279	Q729	0.048964172699999996
Q1292279	Q808	0.0779521855
Q1292279	Q82069695	0.06631353465
Q1292279	Q83307	0.04874252005
Q1292279	Q8434	0.07497210034999999
Q1292279	Q901	0.05765501805
Q1292279	Q937228	0.14714239440000002
Q132050	P108	0.0623926383
Q132050	P1478	0.0623685143
Q132050	P1552	0.0619652529
Q132050	P276	0.060624531649999994
Q132050	P511	0.0623926383
Q132050	P551	0.061317956349999994
Q132050	P6	0.06186915485
Q132050	Q107711	0.32509601575
Q132050	Q11024	0.29986537525
Q132050	Q11028	0.1562796017
Q132050	Q11974939	0.44624495045
Q132050	Q12136	0.24074875085
Q132050	Q13235160	0.4808055496
Q132050	Q1425577	0.10429997575
Q132050	Q1472062	0.10146850905
Q132050	Q15290	0.10811252569999999
Q132050	Q15401930	0.03756797515
Q132050	Q15621286	0.09352378865
Q132050	Q1595418	0.18505689105
Q132050	Q169872	0.22888645875000002
Q132050	Q1717246	0.12002793555
Q132050	Q17221	0.45275167525000004
Q132050	Q179661	0.11018282385
Q132050	Q21170798	0.0769372938
Q132050	Q215627	0.3237072246
Q132050	Q216353	0.63607183955
Q132050	Q21651837	0.183824496
Q132050	Q22445448	0.12912453999999998
Q132050	Q26398	0.20660321404999998
Q132050	Q27096213	0.04565891665
Q132050	Q30185	0.63277749475
Q132050	Q327333	0.15540642055
Q132050	Q3625549	0.0876253195
Q132050	Q3947	0.1094924835
Q132050	Q41176	0.1230656106
Q132050	Q41487	0.135367829
Q132050	Q42240	0.1297935986
Q132050	Q43229	0.13389581350000002
Q132050	Q47461344	0.09154208205
Q132050	Q515	0.09785352630000001
Q132050	Q56061	0.0969554624
Q132050	Q567303	0.10542167545
Q132050	Q61509	0.11916693645000001
Q132050	Q690140	0.1492696292
Q132050	Q826745	0.1027403423
Q132050	Q82794	0.0406041993
Q132050	Q937228	0.3589407061
Q13235160	P108	0.0
Q13235160	P1478	0.0
Q13235160	P1552	0.0
Q13235160	P488	0.0
Q13235160	P511	0.0
Q13235160	P551	0.0
Q13235160	Q107711	0.41928617855
Q13235160	Q11024	0.1590677778
Q13235160	Q11028	0.0
Q13235160	Q11974939	0.5432094346
Q13235160	Q12136	0.1200477836
Q13235160	Q132050	0.4808055496
Q13235160	Q1472062	0.12626432085
Q13235160	Q15290	0.0150981333
Q13235160	Q15401930	0.0
Q13235160	Q15621286	0.0
Q13235160	Q1595418	0.10065034510000001
Q13235160	Q169872	0.1165880278
Q13235160	Q1717246	0.16932658275
Q13235160	Q17221	0.44270445395
Q13235160	Q179661	0.11597652359999999
Q13235160	Q2057971	0.12607459115
Q13235160	Q21170798	0.10119463925
Q13235160	Q215627	0.48450130950000003
Q13235160	Q216353	0.02858416955
Q13235160	Q21651837	0.2497134438
Q13235160	Q26398	0.0969864544
Q13235160	Q27096213	0.05677425865
Q13235160	Q327245	0.11837907815
Q13235160	Q327333	0.1991633935
Q13235160	Q3625549	0.1101870291
Q13235160	Q41487	0.1654962578
Q13235160	Q42240	0.16683678415
Q13235160	Q43229	0.16767174350000003
Q13235160	Q47461344	0.0
Q13235160	Q515	0.1027023369
Q13235160	Q56061	0.04547099475
Q13235160	Q567303	0.1310721515
Q13235160	Q6657015	0.0
Q13235160	Q826745	0.12262143689999999
Q13235160	Q82955	0.75426609805
Q13235160	Q901	0.6470974813
Q13235160	Q937228	0.04115078765
Q1339847	P108	0.0371387188
Q1339847	P1107	0.03474187165
Q1339847	P1114	0.039165866300000005
Q1339847	P1416	0.0400472777
Q1339847	P1552	0.0361566095
Q1339847	P159	0.03853411655
Q1339847	P17	0.03438810015
Q1339847	P27	0.03613330035
Q1339847	P276	0.033623239
Q1339847	P35	0.0359490621
Q1339847	P355	0.0346333019
Q1339847	P39	0.0371387188
Q1339847	P488	0.03853411655
Q1339847	Q107711	0.0
Q1339847	Q10876	0.0
Q1339847	Q11024	0.0477984103
Q1339847	Q11398090	0.0
Q1339847	Q11563	0.06539803865
Q1339847	Q12136	0.0756471797
Q1339847	Q1472062	0.0
Q1339847	Q15265344	0.01753132425
Q1339847	Q15621286	0.0263106979
Q1339847	Q1595418	0.0658407491
Q1339847	Q166231	0.06407585645
Q1339847	Q17781833	0.0
Q1339847	Q189290	0.0
Q1339847	Q192283	0.03870304815
Q1339847	Q215627	0.0
Q1339847	Q216353	0.0547682199
Q1339847	Q26398	0.0638858415
Q1339847	Q27096213	0.0
Q1339847	Q27096235	0.0252236271
Q1339847	Q3030248	0.0
Q1339847	Q3265221	0.07905951405
Q1339847	Q327333	0.0
Q1339847	Q34394	0.0872997754
Q1339847	Q3739104	0.06973351005
Q1339847	Q41176	0.019630802349999997
Q1339847	Q42240	0.0
Q1339847	Q43229	0.0
Q1339847	Q484652	0.0
Q1339847	Q515	0.04741897445
Q1339847	Q567303	0.0
Q1339847	Q61509	0.04317350959999999
Q1339847	Q6256	0.04988250515
Q1339847	Q65560376	0.07369244615
Q1339847	Q6657015	0.015751171050000002
Q1339847	Q728	0.0170255225
Q1339847	Q72857065	0.0
Q1339847	Q791801	0.0
Q1339847	Q82069695	0.03097969985
Q1339847	Q8242560	0.0
Q1339847	Q82955	0.0
Q1339847	Q8473	0.0
Q1339847	Q901	0.0
Q1339847	Q937228	0.1231863361
Q134808	P108	0.01270380535
Q134808	P1416	0.0129291805
Q134808	P1552	0.0126157097
Q134808	P159	0.0128179763
Q134808	P17	0.012438031950000001
Q134808	P355	0.01246428705
Q134808	P3828	0.01264548985
Q134808	Q107711	0.018752683050000003
Q134808	Q11398090	0.02444522325
Q134808	Q12136	0.02230973425
Q134808	Q15401930	0.09008969855
Q134808	Q15621286	0.0945627673
Q134808	Q1595418	0.03605330925
Q134808	Q161524	0.25082025485
Q134808	Q166231	0.0182075434
Q134808	Q1663054	0.0179070073
Q134808	Q16686022	0.03996471515
Q134808	Q167037	0.0
Q134808	Q1717246	0.020639812100000002
Q134808	Q17781833	0.0183696973
Q134808	Q179661	0.042501567750000004
Q134808	Q192995	0.03383177615
Q134808	Q21170798	0.0161841571
Q134808	Q215627	0.0
Q134808	Q22445448	0.0281971056
Q134808	Q23841	0.03835024085
Q134808	Q27096213	0.07634772915
Q134808	Q3030248	0.019171567200000003
Q134808	Q327333	0.0
Q134808	Q3625549	0.016433460349999998
Q134808	Q3739104	0.0167967288
Q134808	Q42240	0.02600181625
Q134808	Q43229	0.0
Q134808	Q484652	0.0
Q134808	Q4936952	0.21750127849999998
Q134808	Q567303	0.018960557000000003
Q134808	Q60528603	0.01623680925
Q134808	Q621695	0.01579956405
Q134808	Q6256	0.05475807255
Q134808	Q6657015	0.25006617085000005
Q134808	Q66869562	0.16173132850000002
Q134808	Q690140	0.0
Q134808	Q728	0.27716367895
Q134808	Q74948922	0.02078178715
Q134808	Q791801	0.02559012565
Q134808	Q82069695	0.01559926745
Q134808	Q8242560	0.01600363355
Q134808	Q83307	0.04708711995
Q134808	Q901	0.0555232898
Q134808	Q937228	0.025878701650000002
Q1399332	P3828	0.0
Q1399332	Q1058795	0.0167071785
Q1399332	Q107711	0.11198841625
Q1399332	Q11024	0.13556477235
Q1399332	Q11974939	0.10545272720000001
Q1399332	Q12136	0.09800523725
Q1399332	Q15401930	0.0
Q1399332	Q15621286	0.0
Q1399332	Q161524	0.0
Q1399332	Q166231	0.0829384619
Q1399332	Q167037	0.03806878835
Q1399332	Q1717246	0.1874685145
Q1399332	Q21170798	0.107188793
Q1399332	Q213441	0.035354489
Q1399332	Q215627	0.01789535685
Q1399332	Q22445448	0.11523939964999999
Q1399332	Q23841	0.1197668979
Q1399332	Q27096213	0.03135114355
Q1399332	Q27096235	0.029320784100000004
Q1399332	Q327333	0.039469566149999996
Q1399332	Q4936952	0.01842977605
Q1399332	Q515	0.0340515084
Q1399332	Q56061	0.0272055961
Q1399332	Q60528603	0.12039534425000001
Q1399332	Q61509	0.1306249297
Q1399332	Q66869562	0.07258044529999999
Q1399332	Q82069695	0.0667881268
Q1399332	Q826745	0.09981581640000001
Q1425577	P276	0.0
Q1425577	P551	0.0
Q1425577	P6	0.0
Q1425577	Q132050	0.10429997575
Q1425577	Q15621286	0.0
Q1425577	Q1717246	0.25694928465
Q1425577	Q215627	0.024711718
Q1425577	Q22445448	0.15129813720000002
Q1425577	Q26398	0.0910691723
Q1425577	Q30185	0.11142603314999999
Q1425577	Q327333	0.0480410035
Q1425577	Q3947	0.0447296165
Q1425577	Q41176	0.050687748199999993
Q1425577	Q515	0.0381211486
Q1425577	Q56061	0.030976254850000003
Q1425577	Q61509	0.12458978679999999
Q1425577	Q82794	0.03598683785
Q1472062	P108	0.0
Q1472062	P1416	0.0
Q1472062	P1478	0.0
Q1472062	P1552	0.0
Q1472062	P159	0.0
Q1472062	P17	0.0
Q1472062	P27	0.0
Q1472062	P276	0.0
Q1472062	P35	0.0
Q1472062	P355	0.0
Q1472062	P488	0.0
Q1472062	P511	0.0
Q1472062	P551	0.0
Q1472062	P6	0.0
Q1472062	P710	0.0
Q1472062	Q107711	0.1071857309
Q1472062	Q11024	0.55558115745
Q1472062	Q11028	0.0
Q1472062	Q11398090	0.2539757231
Q1472062	Q11974939	0.1123755883
Q1472062	Q12136	0.2557739624
Q1472062	Q1292279	0.01892672645
Q1472062	Q132050	0.10146850905
Q1472062	Q13235160	0.12626432085
Q1472062	Q1339847	0.0
Q1472062	Q15265344	0.13831123545000001
Q1472062	Q15290	0.01253373325
Q1472062	Q15401930	0.0
Q1472062	Q15621286	0.0
Q1472062	Q1595418	0.14852494225
Q1472062	Q16334295	0.049786252
Q1472062	Q166231	0.2127957534
Q1472062	Q169872	0.26219244825
Q1472062	Q1717246	0.14555175285
Q1472062	Q17221	0.1122735094
Q1472062	Q179661	0.1639375924
Q1472062	Q18691599	0.041230702800000005
Q1472062	Q189290	0.120010691
Q1472062	Q192283	0.09611103630000001
Q1472062	Q1930187	0.1301266831
Q1472062	Q2057971	0.2782636614
Q1472062	Q21170798	0.11944354495000001
Q1472062	Q215627	0.01178276365
Q1472062	Q216353	0.0202486091
Q1472062	Q21651837	0.31224630664999997
Q1472062	Q2285706	0.03670972895
Q1472062	Q26398	0.0839834741
Q1472062	Q27096213	0.03437798005
Q1472062	Q27096235	0.03213097525
Q1472062	Q3030248	0.5659167276
Q1472062	Q3241045	0.18346337255
Q1472062	Q3265221	0.29695663105000003
Q1472062	Q327333	0.0380510025
Q1472062	Q34394	0.19977057245
Q1472062	Q3625549	0.1675071717
Q1472062	Q41176	0.0447693766
Q1472062	Q41487	0.0328827572
Q1472062	Q42240	0.23807147585
Q1472062	Q42918	0.27556431849999996
Q1472062	Q43229	0.04891545225
Q1472062	Q47461344	0.0
Q1472062	Q484652	0.0347291843
Q1472062	Q4936952	0.02192457755
Q1472062	Q515	0.035523364
Q1472062	Q56061	0.03057996735
Q1472062	Q567303	0.6234798204
Q1472062	Q57699905	0.07609604835
Q1472062	Q60528603	0.21606485395
Q1472062	Q61509	0.23181339175
Q1472062	Q6256	0.02377668575
Q1472062	Q690140	0.0
Q1472062	Q728	0.0
Q1472062	Q72857065	0.0255261878
Q1472062	Q729	0.01886317255
Q1472062	Q791801	0.24106434514999997
Q1472062	Q808	0.15617448225
Q1472062	Q82069695	0.1315740658
Q1472062	Q8242560	0.08531165735
Q1472062	Q826745	0.16300231795
Q1472062	Q82955	0.1428083093
Q1472062	Q8434	0.34708576085
Q1472062	Q8473	0.0331801949
Q1472062	Q901	0.12805630005
Q1472062	Q937228	0.02540533835
Q15265344	P108	0.015821483849999998
Q15265344	P1114	0.0162426228
Q15265344	P1416	0.0164209019
Q15265344	P1478	0.01580916605
Q15265344	P1552	0.015611674649999999
Q15265344	P159	0.01611306235
Q15265344	P17	0.015223923649999999
Q15265344	P27	0.015606647999999999
Q15265344	P276	0.015052131
Q15265344	P35	0.01556683885
Q15265344	P355	0.01527846655
Q15265344	P39	0.015821483849999998
Q15265344	P463	0.0160400699
Q15265344	P488	0.01611306235
Q15265344	P511	0.015821483849999998
Q15265344	P551	0.015324659899999999
Q15265344	P710	0.01539424985
Q15265344	Q10553309	0.24071685299999998
Q15265344	Q107711	0.15231489235
Q15265344	Q11024	0.16084276035
Q15265344	Q11028	0.045392845450000004
Q15265344	Q11398090	0.21887594305000002
Q15265344	Q11563	0.030528658549999997
Q15265344	Q11974939	0.263428395
Q15265344	Q12136	0.12242545995
Q15265344	Q1292279	0.05652846815
Q15265344	Q1339847	0.01753132425
Q15265344	Q1472062	0.13831123545000001
Q15265344	Q15290	0.0629122146
Q15265344	Q15401930	0.0470550718
Q15265344	Q15621286	0.1204201504
Q15265344	Q1595418	0.11159681295
Q15265344	Q166231	0.09583165669999999
Q15265344	Q16686022	0.06897694735
Q15265344	Q169872	0.11809389314999999
Q15265344	Q1717246	0.2129466461
Q15265344	Q17221	0.16845802255
Q15265344	Q179661	0.12357787370000001
Q15265344	Q18691599	0.35641891285
Q15265344	Q189290	0.18012629795
Q15265344	Q192283	0.48644716775
Q15265344	Q1930187	0.194780056
Q15265344	Q193078	0.1061650096
Q15265344	Q2057971	0.1275806628
Q15265344	Q21170798	0.12147813465000001
Q15265344	Q215627	0.1708272546
Q15265344	Q216353	0.0822117602
Q15265344	Q22445448	0.16479463325
Q15265344	Q2285706	0.12544151105
Q15265344	Q26398	0.3604350033
Q15265344	Q27096213	0.057043527000000004
Q15265344	Q27096235	0.17845897135
Q15265344	Q2826767	0.09638188639999999
Q15265344	Q3030248	0.13351633205
Q15265344	Q3241045	0.10124417100000001
Q15265344	Q3265221	0.12650927085
Q15265344	Q327333	0.32090243345
Q15265344	Q34394	0.1114105471
Q15265344	Q3625549	0.12300526035
Q15265344	Q4	0.1347221367
Q15265344	Q41176	0.35850980285
Q15265344	Q42240	0.1851012003
Q15265344	Q42889	0.1869185647
Q15265344	Q42918	0.11057756745
Q15265344	Q43229	0.44456146855
Q15265344	Q484652	0.3114956654
Q15265344	Q4936952	0.1216787758
Q15265344	Q515	0.2596690786
Q15265344	Q52947181	0.1341627845
Q15265344	Q56061	0.10885745705
Q15265344	Q567303	0.1430981044
Q15265344	Q57699905	0.14816526865000001
Q15265344	Q60528603	0.1098867107
Q15265344	Q61509	0.14311408825
Q15265344	Q6256	0.0705132345
Q15265344	Q6657015	0.0899067041
Q15265344	Q690140	0.0
Q15265344	Q702492	0.31260225545
Q15265344	Q7278	0.25894714750000003
Q15265344	Q728	0.10040315620000001
Q15265344	Q72857065	0.1821161913
Q15265344	Q729	0.1515186115
Q15265344	Q791801	0.19812275675000002
Q15265344	Q808	0.1044351888
Q15265344	Q82069695	0.08449151955
Q15265344	Q8242560	0.1134909389
Q15265344	Q82955	0.2214195304
Q15265344	Q8434	0.14073428215
Q15265344	Q8473	0.28685740825
Q15265344	Q901	0.19595949359999998
Q15265344	Q937228	0.04427526585
Q15290	P108	0.052759469100000005
Q15290	P1114	0.0543673821
Q15290	P112	0.05388835385
Q15290	P1336	0.0499209813
Q15290	P1387	0.053749677350000004
Q15290	P1416	0.05500525395
Q15290	P1478	0.05271015465
Q15290	P1552	0.05190047885
Q15290	P159	0.05388835385
Q15290	P17	0.0501991678
Q15290	P172	0.0539957517
Q15290	P2067	0.0492972942
Q15290	P27	0.0518793918
Q15290	P276	0.04939374375
Q15290	P3342	0.056129212100000006
Q15290	P35	0.05171152835
Q15290	P355	0.0504479861
Q15290	P361	0.049798802600000004
Q15290	P3828	0.052189692450000005
Q15290	P39	0.052759469100000005
Q15290	P463	0.05361250345
Q15290	P488	0.05388835385
Q15290	P511	0.052759469100000005
Q15290	P551	0.050656198650000005
Q15290	P6	0.05171152835
Q15290	P859	0.047792296
Q15290	Q1021645	0.06161542255
Q15290	Q10273457	0.0
Q15290	Q1048835	0.0441070241
Q15290	Q10553309	0.0488243409
Q15290	Q107711	0.01278173085
Q15290	Q10876	0.03583920395
Q15290	Q1092499	0.045014003
Q15290	Q11024	0.1918875914
Q15290	Q11028	0.0972668478
Q15290	Q11398090	0.01609824985
Q15290	Q11436	0.0556962612
Q15290	Q11446	0.0578127749
Q15290	Q1145328	0.0328850872
Q15290	Q11499147	0.0152279069
Q15290	Q11499267	0.06543264895
Q15290	Q11563	0.09465954199999999
Q15290	Q1174599	0.0
Q15290	Q11822042	0.07365302075
Q15290	Q1184840	0.0495451351
Q15290	Q1194773	0.04490593015
Q15290	Q11974939	0.0583995775
Q15290	Q12136	0.07614414465
Q15290	Q121998	0.043096216699999995
Q15290	Q12280	0.09178338005
Q15290	Q1229765	0.0581965523
Q15290	Q123705	0.06818699975
Q15290	Q1244442	0.05870807945
Q15290	Q124757	0.01246196115
Q15290	Q1251441	0.04514141385
Q15290	Q12518	0.0602788997
Q15290	Q127197	0.03446291635
Q15290	Q127771	0.04770229555
Q15290	Q12796	0.0431547725
Q15290	Q12876	0.050406767
Q15290	Q12909644	0.0406214964
Q15290	Q1292279	0.25194554950000003
Q15290	Q1307347	0.24839912735
Q15290	Q131257	0.01546420945
Q15290	Q132050	0.10811252569999999
Q15290	Q13226383	0.0751791148
Q15290	Q13235160	0.0150981333
Q15290	Q1333024	0.0382111204
Q15290	Q1339847	0.0359397611
Q15290	Q13402009	0.0575626484
Q15290	Q134808	0.0334300189
Q15290	Q1351647	0.03387429965
Q15290	Q1355821	0.0
Q15290	Q1360677	0.0
Q15290	Q1368	0.03804990725
Q15290	Q1399332	0.01173452975
Q15290	Q1403016	0.012020252
Q15290	Q1414937	0.016522089599999998
Q15290	Q1420	0.04849365455
Q15290	Q1445518	0.0423932281
Q15290	Q1454723	0.23018772695
Q15290	Q14660	0.06904147475
Q15290	Q1472062	0.01253373325
Q15290	Q15265344	0.0629122146
Q15290	Q153936	0.04658537535
Q15290	Q15401930	0.020971575
Q15290	Q15618781	0.05168295655
Q15290	Q15621286	0.05524013535
Q15290	Q1566976	0.03415656575
Q15290	Q15911314	0.0611899439
Q15290	Q1595418	0.0376883751
Q15290	Q161524	0.0367282502
Q15290	Q16189212	0.30317158774999997
Q15290	Q16334295	0.0551368966
Q15290	Q16515105	0.0
Q15290	Q165950	0.26044982704999997
Q15290	Q166231	0.0647585831
Q15290	Q1663054	0.0125608158
Q15290	Q16678266	0.0117547118
Q15290	Q16686022	0.01949124015
Q15290	Q167037	0.0578241144
Q15290	Q167096	0.03134878225
Q15290	Q1673189	0.0513754352
Q15290	Q16831714	0.057462393400000006
Q15290	Q168983	0.06959537355
Q15290	Q169872	0.0726335829
Q15290	Q170173	0.047271598600000006
Q15290	Q17149090	0.05843043095
Q15290	Q1717246	0.0143260035
Q15290	Q17200001	0.01309001345
Q15290	Q17221	0.035881378
Q15290	Q17334923	0.0
Q15290	Q174583	0.0424460965
Q15290	Q174782	0.08810213715
Q15290	Q175111	0.03853139195
Q15290	Q175331	0.01277979295
Q15290	Q1760704	0.012125475899999998
Q15290	Q177597	0.05362872735
Q15290	Q177719	0.0364933611
Q15290	Q17781833	0.03671706265
Q15290	Q178197	0.013517879
Q15290	Q178561	0.041971032199999994
Q15290	Q1788992	0.048157846899999995
Q15290	Q179057	0.0741608902
Q15290	Q179661	0.16268743354999998
Q15290	Q184613	0.03271607545
Q15290	Q185785	0.03676139845
Q15290	Q18643213	0.04305645745
Q15290	Q18691599	0.0658170715
Q15290	Q187939	0.01320157465
Q15290	Q188869	0.0
Q15290	Q189290	0.0401090415
Q15290	Q189760	0.295158789
Q15290	Q190512	0.0275546355
Q15290	Q192283	0.0694106815
Q15290	Q19267880	0.0324742963
Q15290	Q192852	0.0344689766
Q15290	Q192995	0.02874046325
Q15290	Q1930187	0.0155953156
Q15290	Q193078	0.0676082454
Q15290	Q1933595	0.2428080795
Q15290	Q193432	0.013003530249999999
Q15290	Q19357312	0.28144807964999996
Q15290	Q19571328	0.0142486112
Q15290	Q1964968	0.29554931435
Q15290	Q19772737	0.0367143286
Q15290	Q19799	0.0458183268
Q15290	Q201948	0.01228861075
Q15290	Q2057971	0.07625754159999999
Q15290	Q205895	0.01715267485
Q15290	Q208281	0.0423401004
Q15290	Q208383	0.06579540539999999
Q15290	Q21004260	0.016923765
Q15290	Q210603	0.0117723355
Q15290	Q21170798	0.0
Q15290	Q213441	0.058226030500000005
Q15290	Q215627	0.0025381409
Q15290	Q216353	0.144700395
Q15290	Q21651837	0.0192808735
Q15290	Q2221906	0.1306657744
Q15290	Q222405	0.03696975225
Q15290	Q22445448	0.11658627469999999
Q15290	Q2252077	0.01315162415
Q15290	Q22667	0.08542804470000001
Q15290	Q2285706	0.0428559875
Q15290	Q23700466	0.01190585825
Q15290	Q2380335	0.0378455641
Q15290	Q23841	0.0331590385
Q15290	Q243249	0.03904081125
Q15290	Q245065	0.0474946026
Q15290	Q24887418	0.0
Q15290	Q249556	0.053590444050000005
Q15290	Q26398	0.27802392210000004
Q15290	Q26540	0.04698235325
Q15290	Q2671652	0.03775806635
Q15290	Q269949	0.08268097375
Q15290	Q27096213	0.0
Q15290	Q27096235	0.05372396805
Q15290	Q2727213	0.2653920558
Q15290	Q272730	0.0
Q15290	Q2742167	0.3249072897
Q15290	Q2826767	0.0
Q15290	Q2827815	0.0465116504
Q15290	Q2855502	0.03256328155
Q15290	Q2875704	0.05232871065
Q15290	Q28777323	0.06834197925
Q15290	Q2916183	0.012084694049999999
Q15290	Q30185	0.1865525912
Q15290	Q3075355	0.0113875103
Q15290	Q319608	0.11228417335
Q15290	Q3216918	0.0403566568
Q15290	Q321839	0.33858358175000003
Q15290	Q3237993	0.06469715615
Q15290	Q3241045	0.17717997259999999
Q15290	Q3265221	0.0403738674
Q15290	Q327000	0.32347111395
Q15290	Q327245	0.05871267165
Q15290	Q327333	0.0572685124
Q15290	Q327541	0.25719216
Q15290	Q335778	0.0608398938
Q15290	Q3406566	0.3029725078
Q15290	Q34486	0.04854271905
Q15290	Q3537603	0.08297307615
Q15290	Q35872	0.0523432858
Q15290	Q3625549	0.011625616200000001
Q15290	Q3639228	0.03276802455
Q15290	Q3739104	0.0327377999
Q15290	Q3769366	0.0
Q15290	Q384593	0.0133386872
Q15290	Q3914	0.06406752335
Q15290	Q392326	0.03233028825
Q15290	Q39397	0.03296086695
Q15290	Q3947	0.06379452895
Q15290	Q3966286	0.0110128357
Q15290	Q4	0.0140200316
Q15290	Q4006	0.0649977777
Q15290	Q41176	0.06912698035
Q15290	Q41291	0.046484879199999996
Q15290	Q41487	0.050718130150000006
Q15290	Q42240	0.0168204408
Q15290	Q42889	0.060898751099999995
Q15290	Q42918	0.0390426628
Q15290	Q43109	0.253275563
Q15290	Q43193	0.04500063095
Q15290	Q43229	0.0697352198
Q15290	Q4389307	0.03364047845
Q15290	Q452440	0.0
Q15290	Q45382	0.2575742914
Q15290	Q464643	0.24543968430000002
Q15290	Q466704	0.04375168635
Q15290	Q467011	0.011306778
Q15290	Q46737	0.0
Q15290	Q47064	0.0157398032
Q15290	Q47461344	0.05443002095
Q15290	Q47988	0.28030372795
Q15290	Q481609	0.01402473215
Q15290	Q4830453	0.07296406455
Q15290	Q48352	0.0397086677
Q15290	Q483610	0.0
Q15290	Q484000	0.0484665507
Q15290	Q484652	0.0531473943
Q15290	Q4936952	0.0483877879
Q15290	Q50384157	0.0
Q15290	Q5107	0.0127551492
Q15290	Q515	0.0621636146
Q15290	Q51591359	0.0
Q15290	Q52161698	0.011105508699999999
Q15290	Q532	0.071242185
Q15290	Q53706	0.2558985895
Q15290	Q545861	0.2812707124
Q15290	Q55488	0.0567739773
Q15290	Q55942755	0.05597262205
Q15290	Q56061	0.10962578179999999
Q15290	Q5638	0.0458834521
Q15290	Q567303	0.01294665125
Q15290	Q574258	0.0334141768
Q15290	Q60528603	0.01155265805
Q15290	Q61509	0.1780505388
Q15290	Q621695	0.011111864649999999
Q15290	Q62447	0.0582136929
Q15290	Q6256	0.0508488864
Q15290	Q637703	0.01289907455
Q15290	Q64418	0.04494242925
Q15290	Q649416	0.0
Q15290	Q6498663	0.05050205655
Q15290	Q6657015	0.0366633662
Q15290	Q690140	0.0
Q15290	Q693464	0.0373070318
Q15290	Q702269	0.0184236186
Q15290	Q702492	0.0687973564
Q15290	Q707482	0.31837759555
Q15290	Q7188	0.05714533375
Q15290	Q7210356	0.0615210608
Q15290	Q7278	0.0599917497
Q15290	Q728	0.040248500549999996
Q15290	Q72857065	0.0409187688
Q15290	Q729	0.04320593385
Q15290	Q732717	0.0506060678
Q15290	Q74948922	0.0
Q15290	Q756	0.04371577785
Q15290	Q7685924	0.0117441358
Q15290	Q7748	0.46753187285
Q15290	Q783794	0.0594217795
Q15290	Q79007	0.09931085775
Q15290	Q791801	0.0163715856
Q15290	Q7942161	0.06354416034999999
Q15290	Q8016240	0.2803640461
Q15290	Q808	0.06767751005
Q15290	Q809910	0.0306071691
Q15290	Q81103	0.03413049135
Q15290	Q811430	0.05173166515
Q15290	Q811979	0.06538608965
Q15290	Q815758	0.06505159975
Q15290	Q81715	0.03293331605
Q15290	Q8205328	0.0562750189
Q15290	Q82069695	0.05834308275
Q15290	Q8242560	0.0
Q15290	Q826745	0.040988513399999996
Q15290	Q82794	0.0
Q15290	Q82955	0.01683658345
Q15290	Q83267	0.29154112015
Q15290	Q83307	0.037763311449999996
Q15290	Q83620	0.10146352424999999
Q15290	Q8386	0.01516880835
Q15290	Q841236	0.2585998652
Q15290	Q8473	0.051162022200000004
Q15290	Q870	0.07989006845
Q15290	Q88871664	0.0600311794
Q15290	Q891854	0.22286215520000002
Q15290	Q901	0.0432462454
Q15290	Q905151	0.03372628045
Q15290	Q913345	0.028503836650000003
Q15290	Q9150205	0.0296813793
Q15290	Q9352089	0.01369416805
Q15290	Q937228	0.058939174500000004
Q15290	Q974850	0.042361835550000004
Q15290	Q98398200	0.0107068389
Q15290	Q988108	0.0613654438
Q15401930	P108	0.02153395715
Q15401930	P1114	0.0225937468
Q15401930	P1416	0.02310368195
Q15401930	P1478	0.021505647500000002
Q15401930	P1552	0.021070084700000002
Q15401930	P159	0.02224746135
Q15401930	P17	0.020304536300000002
Q15401930	P27	0.021059430150000003
Q15401930	P276	0.019998333400000002
Q15401930	P355	0.02040573285
Q15401930	P3828	0.02121960725
Q15401930	P39	0.02153395715
Q15401930	P463	0.02206065725
Q15401930	P488	0.02224746135
Q15401930	P511	0.02153395715
Q15401930	P551	0.020493012550000002
Q15401930	P710	0.020627310750000002
Q15401930	P859	0.0194720042
Q15401930	Q1058795	0.029011162400000002
Q15401930	Q107711	0.0
