AnnotIndexID	Type	Output Value for Type	Subtype	Output Value for Subtype	Sub-subtype	Output Value for Sub-subtype	Definition	Template	arg1 label	Output value for arg1	arg1 type constraints	arg2 label	Output value for arg2	arg2 type constraints	arg3 label	Output value for arg3	arg3 type constraints	arg4 label	Output value for arg4	arg4 type constraints	arg5 label	Output value for arg5	arg5 type constraints	OWGIndexID	Upper Model	Middle Model 	Lower Model for subtypes with descriptive features that distinguish the lower model subtypes.	arg1_owgrole	arg2_owgrole	arg3_owgrole	arg4_owgrole	arg5_owgrole
LDC_evt_062	Government	government	Agreements	agreements	RejectNullifyAgreementContractCeasefire	rejectnullifyagreementcontractceasefire	The rejecting or nullifying of an agreement between governments or GPEs	<arg1> rejected or nullified an agreement with <arg2> in <arg3> place	RejecterNullifier	evt062arg01rejecternullifier	"gpe, sid"	OtherParticipant	evt062arg02otherparticipant	"gpe, sid"	Place	evt062arg03place	"loc, gpe, fac"							OWG_evt_102	SocialEvent	LegislationAndContracts	Reject/Nullify_Agreement/Contract/Ceasefire	ADJUDICATOR	RECIPIENT	PLACE	owg has additional roles not in annotation template	
LDC_evt_063	Government	government	Agreements	agreements	ViolateAgreement	violateagreement	"The violation of an agreement between governments, GPEs, or sides that are acting as governments"	<arg1> violated an agreement with <arg2> in <arg3> place	Violator	evt063arg01violator	"gpe, sid"	OtherParticipant	evt063arg02otherparticipant	"gpe, sid"	Place	evt063arg03place	"loc, gpe, fac"							not present	not present	not present	not present					
LDC_evt_064	Government	government	Formation	formation	n/a	unspecified	The formation of a GPE	<arg1> was formed by <arg2> in <arg3> place	GPE	evt064arg01gpe	gpe	Founder	evt064arg02founder	"per, org, gpe, sid"	Place	evt064arg03place	"loc, gpe, fac"							not present	not present	not present	not present					
LDC_evt_065	Government	government	Formation	formation	MergeGPE	mergegpe	Multiple GPEs merge into a single GPE	<arg1> merged with <arg2> at <arg3> place	Participant	evt065arg01participant	gpe	Participant	evt065arg02participant	gpe	Place	evt065arg03place	"loc, gpe, fac"							not present	not present	not present	not present					
LDC_evt_066	Government	government	Formation	formation	StartGPE	startgpe	A new GPE is established	<arg1> was started by <arg2> in <arg3> place	GPE	evt066arg01gpe	gpe	Founder	evt066arg02founder	"per, org, gpe, sid"	Place	evt066arg03place	"loc, gpe, fac"							not present	not present	not present	not present					
LDC_evt_068	Government	government	Legislate	legislate	Legislate	legislate	"Enacting legislation or other actions of a legislative body, such as votes and legislative activities within a congress or parliament"	<arg1> legislature enacted <arg2> law in <arg3> place	GovernmentBody	evt068arg01governmentbody	org	Law	evt068arg02law	law	Place	evt068arg03place	"loc, gpe, fac"							OWG_evt_100	SocialEvent	LegislationAndContracts	Legislate	ADJUDICATOR	TOPIC	PLACE	owg has additional roles not in annotation template	
LDC_evt_070	Government	government	Spy	spy	Spy	spy	"Government spying activities, espionage activities by actors who are spying on behalf of a government or on behalf of a side that is acting as a government"	<arg1> spied on <arg2> to the benefit of <arg3> in <arg4> place	Spy	evt070arg01spy	"per, org, gpe, sid"	ObservedEntity	evt070arg02observedentity	"per, org, gpe, sid"	Beneficiary	evt070arg03beneficiary	"per, org, gpe, sid"	Place	evt070arg04place	"loc, gpe, fac"				OWG_evt_172	MentalEvent	Inspect/Investigate/Observe/Study	Spy	AGENT	PATIENT	BENEFICIARY	PLACE	
LDC_evt_071	Government	government	Vote	vote	n/a	unspecified	A voting event by the people for government activities	<arg1> voted for <arg2> on <arg3> ballot with <arg4> results in <arg5> place	Voter	evt071arg01voter	"per, sid"	Candidate	evt071arg02candidate	"law, per, sid"	Ballot	evt071arg03ballot	bal	Result	evt071arg04result	res	Place	evt071arg05place	"loc, gpe, fac"	OWG_evt_093	SocialEvent	PublicVotingEvent	n/a	VOTER	CANDIDATE	PLACE	owg has additional roles not in annotation template	
LDC_evt_072	Government	government	Vote	vote	CastVote	castvote	"Voting by the people for government activities, such as general elections and referendums"	<arg1> voted for <arg2> on <arg3> ballot with <arg4> results in <arg5> place	Voter	evt072arg01voter	per 	Candidate	evt072arg02candidate	"law, per, sid"	Ballot	evt072arg03ballot	bal	Result	evt072arg04result	res	Place	evt072arg05place	"loc, gpe, fac"	not present	not present	not present	not present					
LDC_evt_073	Government	government	Vote	vote	ViolationsPreventVote	violationspreventvote	"Prevention of voting by the people for government activities, such as general elections and referendums"	<arg1> prevented <arg2> from voting for <arg3> on <arg4> ballot in <arg5> place	Preventer	evt073arg01preventer	"per, org, gpe, sid"	Voter	evt073arg02voter	per	Candidate	evt073arg03candidate	"per,  law, sid"	Ballot	evt073arg04ballot	bal	Place	evt073arg05place	"loc, gpe, fac"	not present	not present	not present	not present					
LDC_evt_074	Inspection	inspection	SensoryObserve	sensoryobserve	n/a	unspecified	"An observation or inspection event, where the target of inspection is unspecified"	<arg1> observed <arg2> in <arg3> place	Observer	evt074arg01observer	"per, org, gpe, sid"	ObservedEntity	evt074arg02observedentity	"per, org, gpe, sid, com, veh, wea, fac, bal, mon, crm"	Place	evt074arg03place	"loc, gpe, fac"							OWG_evt_168	MentalEvent	Inspect/Investigate/Observe/Study	n/a	AGENT	PATIENT	PLACE	owg has additional roles not in annotation template	
LDC_evt_075	Inspection	inspection	SensoryObserve	sensoryobserve	InspectPeopleOrganization	inspectpeopleorganization	"ID checks and other inspections of people or organizations at border crossings, checkpoints, and other government interactions that involve the inspection of individuals or organizations"	<arg1> inspected <arg2> in <arg3> place	Inspector	evt075arg01inspector	"per, org, gpe, sid"	InspectedEntity	evt075arg02inspectedentity	"per, org, sid"	Place	evt075arg03place	"loc, gpe, fac"							OWG_evt_170	MentalEvent	Inspect/Investigate/Observe/Study	InspectPeople/Organization	AGENT	PATIENT	PLACE	owg has additional roles not in annotation template	
LDC_evt_076	Inspection	inspection	SensoryObserve	sensoryobserve	MonitorElection	monitorelection	The monitoring of an election by individuals or organizations	<arg1> monitored <arg2> taking part in an election in <arg3> place	Monitor	evt076arg01monitor	"per, org, gpe, sid"	MonitoredEntity	evt076arg02monitoredentity	"per, gpe, sid"	Place	evt076arg03place	"loc, gpe, fac"							not present	not present	not present	not present					
LDC_evt_077	Inspection	inspection	SensoryObserve	sensoryobserve	PhysicalInvestigateInspect	physicalinvestigateinspect	"Customs inspections and other inspections of artifacts, vehicles, weapons, and other items (not people)."	<arg1> inspected <arg2> in <arg3> place	Inspector	evt077arg01inspector	"per, org, gpe, sid"	InspectedEntity	evt077arg02inspectedentity	"bal, com, veh, wea, fac, mon"	Place	evt077arg03place	"loc, gpe, fac"							OWG_evt_169	MentalEvent	Inspect/Investigate/Observe/Study	PhysicalInvestigate/Inspect	AGENT	PATIENT	PLACE		
LDC_evt_079	Justice	justice	ArrestJailDetain	arrestjaildetain	ArrestJailDetain	arrestjaildetain	"The detention, taking hostage, kidnapping, arrest, or jailing of an individual by government or non-government actors."	<arg1> arrested or jailed <arg2> for <arg3> crime at <arg4> place	Jailer	evt079arg01jailer	"per, org, gpe, sid"	Detainee	evt079arg02detainee	per	Crime	evt079arg03crime	crm	Place	evt079arg04place	"loc, gpe, fac"				OWG_evt_027	ControlEvent	Prevent_Exit	n/a	AGENT	PATIENT	CRIME_OR_CAUSE	PLACE	
LDC_evt_080	Justice	justice	InitiateJudicialProcess	initiatejudicialprocess	n/a	unspecified	The initiation of a judicial process by a government actor	<arg1> initiated judicial process pertaining to <arg2> before <arg3> court or judge for <arg4> crime in <arg5> place	Prosecutor	evt080arg01prosecutor	"per, org, gpe, sid"	Defendant	evt080arg02defendant	"per, org, gpe, sid"	JudgeCourt	evt080arg03judgecourt	"per, org, gpe, sid"	Crime	evt080arg04crime	crm	Place	evt080arg05place	"loc, gpe, fac"	OWG_evt_128	SocialEvent	InitiateJudicialProcess	n/a	PROSECUTOR	DEFENDANT	ADJUDICATOR	CRIME_OR_CAUSE	PLACE
LDC_evt_081	Justice	justice	InitiateJudicialProcess	initiatejudicialprocess	ChargeIndict	chargeindict	"A government actor charging, accusing, or indicting a person, organization, or GPE of a crime.  "	<arg1> charged or indicted <arg2> before <arg3> court or judge for <arg4> crime in <arg5> place	Prosecutor	evt081arg01prosecutor	"per, org, gpe, sid"	Defendant	evt081arg02defendant	"per, org, gpe, sid"	JudgeCourt	evt081arg03judgecourt	"per, org, gpe, sid"	Crime	evt081arg04crime	crm	Place	evt081arg05place	"loc, gpe, fac"	OWG_evt_130	SocialEvent	InitiateJudicialProcess	Chargeindict	PROSECUTOR	DEFENDANT	ADJUDICATOR	CRIME_OR_CAUSE	PLACE
LDC_evt_082	Justice	justice	InitiateJudicialProcess	initiatejudicialprocess	TrialHearing	trialhearing	"A trial event occurs whenever a court proceeding has been initiated for the purposes of determining the guilt or innocence of a person, organization or GPE accused of committing a crime. A hearing event occurs whenever a state actor (GPE, organization subpart, or person representative) officially gathers to discuss some criminal legal matter."	<arg1> tried <arg2> before <arg3> court or judge for <arg4> crime in <arg5> place	Prosecutor	evt082arg01prosecutor	"per, org, gpe, sid"	Defendant	evt082arg02defendant	"per, org, gpe, sid"	JudgeCourt	evt082arg03judgecourt	"per, org, gpe, sid"	Crime	evt082arg04crime	crm	Place	evt082arg05place	"loc, gpe, fac"	OWG_evt_131	SocialEvent	InitiateJudicialProcess	Trialhearing	PROSECUTOR	DEFENDANT	ADJUDICATOR	CRIME_OR_CAUSE	PLACE
LDC_evt_083	Justice	justice	Investigate	investigate	n/a	unspecified	"Legal, journalistic, and other investigations"	<arg1> investigated <arg2> in <arg3> place	Investigator	evt083arg01investigator	"per, org, gpe, sid"	Defendant	evt083arg02defendant	"per, org, gpe, sid"	Place	evt083arg03place	"loc, gpe, fac"							not present	not present	not present	not present					
LDC_evt_084	Justice	justice	Investigate	investigate	InvestigateCrime	investigatecrime	"Legal, journalistic, and other investigations of a crime"	<arg1> investigated <arg2> for <arg3> crime in <arg4> place	Investigator	evt084arg01investigator	"per, org, gpe, sid"	Defendant	evt084arg02defendant	"per, org, gpe, sid"	Crime	evt084arg03crime	crm	Place	evt084arg04place	"loc, gpe, fac"				OWG_evt_171	MentalEvent	Inspect/Investigate/Observe/Study	InvestigateCrime	AGENT	PATIENT	TOPIC	PLACE	
LDC_evt_085	Justice	justice	JudicialConsequences	judicialconsequences	n/a	unspecified	The consequences of judicial proceedings	"<arg1> court or judge decided consequences of <arg3> crime, committed by <arg2>, in <arg4> place"	JudgeCourt	evt085arg01judgecourt	"per, org, gpe, sid"	Defendant	evt085arg02defendant	"per, org, gpe, sid"	Crime	evt085arg03crime	crm	Place	evt085arg04place	"loc, gpe, fac"				OWG_evt_133	SocialEvent	JudicialConsequences	n/a	ADJUDICATOR	DEFENDANT	CRIME_OR_CAUSE	PLACE	owg has additional roles not in annotation template
LDC_evt_086	Justice	justice	JudicialConsequences	judicialconsequences	Convict	convict	"A person, organization or GPE Entity is convicted whenever that entity has been found guilty of a crime."	<arg1> court or judge convicted <arg2> of <arg3> crime in <arg4> place	JudgeCourt	evt086arg01judgecourt	"per, org, gpe, sid"	Defendant	evt086arg02defendant	"per, org, gpe, sid"	Crime	evt086arg03crime	crm	Place	evt086arg04place	"loc, gpe, fac"				OWG_evt_127	SocialEvent	JudicialFindingOfTruth	Convict	ADJUDICATOR	DEFENDANT	CRIME_OR_CAUSE	PLACE	owg has additional roles not in annotation template
LDC_evt_087	Justice	justice	JudicialConsequences	judicialconsequences	Execute	execute	"An execution is carried out whenever the life of a person is taken by a state actor (a GPE, its organization subparts, or person representatives)."	<arg1> executed <arg2> for <arg3> crime in <arg4> place	Executioner	evt087arg01executioner	"per, org, gpe, sid"	Defendant	evt087arg02defendant	per	Crime	evt087arg03crime	crm	Place	evt087arg04place	"loc, gpe, fac"				OWG_evt_137	SocialEvent	JudicialConsequences	Execute	AGENT	PATIENT	CRIME_OR_CAUSE	PLACE	owg has additional roles not in annotation template
LDC_evt_088	Justice	justice	JudicialConsequences	judicialconsequences	Extradite	extradite	"Whenever a person is sent by a state actor from one place (normally the GPE associated with the state actor, but sometimes a LOC or FAC under its control) to another place (LOC, FAC, GPE) for the purposes of legal proceedings there."	<arg1> extradited <arg2> for <arg3> crime from <arg4> place to <arg5> place	Extraditer	evt088arg01extraditer	"per, org, gpe, sid"	Defendant	evt088arg02defendant	per	Crime	evt088arg03crime	crm	Origin	evt088arg04origin	"loc, gpe, fac"	Destination	evt088arg05destination	"loc, gpe, fac"	OWG_evt_134	SocialEvent	JudicialConsequences	Extradite	ADJUDICATOR	DEFENDANT	CRIME_OR_CAUSE		DESTINATION
LDC_evt_089	Life	life	Die	die	n/a	unspecified	The death of a person	<arg1> died at <arg2> place	Victim	evt089arg01victim	per	Place	evt089arg02place	"loc, gpe, fac"										OWG_evt_014	MakeUndoEvent	Death/Injury	n/a	PATIENT	PLACE			
LDC_evt_090	Life	life	Die	die	DeathCausedByViolentEvents	deathcausedbyviolentevents	The violent end of the life of a person entity (may be self-inflicted)	<arg1> killed <arg2> using <arg3> at <arg4> place	Killer	evt090arg01killer	"per, org, gpe, sid"	Victim	evt090arg02victim	per	Instrument	evt090arg03instrument	"bal, com, veh, wea, fac, mon"	Place	evt090arg04place	"loc, gpe, fac"				OWG_evt_016	MakeUndoEvent	Death/Injury	DeathCausedByViolentEvents	AGENT	PATIENT	INSTR	PLACE	
LDC_evt_091	Life	life	Die	die	NonviolentDeath	nonviolentdeath	The non-violent end of the life of a person entity	<arg1> died at <arg2> place	Victim	evt091arg01victim	per	Place	evt091arg02place	"loc, gpe, fac"										OWG_evt_015	MakeUndoEvent	Death/Injury	NonviolentDeath	PATIENT	PLACE			
LDC_evt_092	Life	life	Injure	injure	n/a	unspecified	The injuring of a person	<arg1> was injured by <arg2> at <arg3> place	Victim	evt092arg01victim	per	Injurer	evt092arg02injurer	"per, org, gpe, sid"	Place	evt092arg03place	"loc, gpe, fac"							OWG_evt_014	MakeUndoEvent	Death/Injury	n/a	PATIENT	AGENT	PLACE		
LDC_evt_093	Life	life	Injure	injure	IllnessDegradationHungerThirst	illnessdegradationhungerthirst	"A person entity experiencing physical harm due to hunger or thirst"	<arg1> has extreme hunger or thirst at <arg2> place	Victim	evt093arg01victim	per	Place	evt093arg02place	"loc, gpe, fac"										OWG_evt_020	MakeUndoEvent	Death/Injury	Illness/Degradation_Hunger/Thirst	PATIENT	PLACE			
LDC_evt_094	Life	life	Injure	injure	IllnessDegradationPhysical	illnessdegradationphysical	A person entity experiencing physical harm due to illness or non-violent injury	<arg1> has illness or physical degradation	Victim	evt094arg01victim	per													OWG_evt_018	MakeUndoEvent	Death/Injury	Illness/Degradation_Physical	PATIENT				
LDC_evt_095	Life	life	Injure	injure	InjuryCausedByViolentEvents	injurycausedbyviolentevents	A person entity experiencing physical harm due to violent events	<arg1> injured <arg2> using <arg3> at <arg4> place	Injurer	evt095arg01injurer	"per, org, gpe, sid"	Victim	evt095arg02victim	per	Instrument	evt095arg03instrument	"bal, com, veh, wea, fac, mon"	Place	evt095arg04place	"loc, gpe, fac"				OWG_evt_017	MakeUndoEvent	Death/Injury	InjuryCausedByViolentEvents	AGENT	PATIENT	INSTR	PLACE	
LDC_evt_096	Manufacture	manufacture	Artifact	artifact	n/a	unspecified	"The building, manufacturing, or creation of an artifact or intellectual property, where the context does not distinguish between building and manufacturing, or between physical artifact and intellectual property"	<arg1> manufactured or created or produced <arg2> using <arg3> at <arg4> place	Manufacturer	evt096arg01manufacturer	"per, org, gpe, sid"	Artifact	evt096arg02artifact	com	Instrument	evt096arg03instrument	"com, veh, wea, fac"	Place	evt096arg04place	"loc, gpe, fac"				OWG_evt_006	MakeUndoEvent	BuildCreate	n/a	AGENT	PATIENT	INSTR	PLACE	owg has additional roles not in annotation template
LDC_evt_097	Manufacture	manufacture	Artifact	artifact	Build	build	The building or manufacturing of a facility	<arg1> manufactured or created or produced <arg2> using <arg3> at <arg4> place	Manufacturer	evt097arg01manufacturer	"per, org, gpe, sid"	Artifact	evt097arg02artifact	fac	Instrument	evt097arg03instrument	"com, veh, wea, fac"	Place	evt097arg04place	"loc, gpe, fac"				OWG_evt_007	MakeUndoEvent	BuildCreate	Build	AGENT	PATIENT	INSTR	PLACE	owg has additional roles not in annotation template
LDC_evt_098	Manufacture	manufacture	Artifact	artifact	CreateIntellectualProperty	createintellectualproperty	The creation of intellectual property	<arg1> manufactured or created or produced <arg2> using <arg3> at <arg4> place	Manufacturer	evt098arg01manufacturer	"per, org, gpe, sid"	Artifact	evt098arg02artifact	"bal, com, mon, veh, wea"	Instrument	evt098arg03instrument	"com, veh, wea, fac"	Place	evt098arg04place	"loc, gpe, fac"				OWG_evt_009	MakeUndoEvent	BuildCreate	CreateIntellectualProperty	AGENT	PATIENT	INSTR	PLACE	owg has additional roles not in annotation template
LDC_evt_099	Manufacture	manufacture	Artifact	artifact	CreateManufacture	createmanufacture	"The building or manufacturing of an artifact, weapon or vehicle"	<arg1> manufactured or created or produced <arg2> using <arg3> at <arg4> place	Manufacturer	evt099arg01manufacturer	"per, org, gpe, sid"	Artifact	evt099arg02artifact	"bal, com, mon, veh, wea"	Instrument	evt099arg03instrument	"com, veh, wea, fac"	Place	evt099arg04place	"loc, gpe, fac"				OWG_evt_008	MakeUndoEvent	BuildCreate	Create/Manufacture	AGENT	PATIENT	INSTR	PLACE	owg has additional roles not in annotation template
LDC_evt_100	Movement	movement	TransportArtifact	transportartifact	n/a	unspecified	"The transportation of an artifact, where the context does not distinguish the nature of the movement"	<arg1> transported <arg2> in <arg3> from <arg4> place to <arg5> place	Transporter	evt100arg01transporter	"per, org, gpe, sid"	Artifact	evt100arg02artifact	"bal, com, fac, loc, mon, veh, wea"	Vehicle	evt100arg03vehicle	veh	Origin	evt100arg04origin	"loc, gpe, fac"	Destination	evt100arg05destination	"loc, gpe, fac"	OWG_evt_037	MovementEvent	Movement	n/a	THEME	COTHEME		INITIAL_LOCATION	DESTINATION
LDC_evt_101	Movement	movement	TransportArtifact	transportartifact	BringCarryUnload	bringcarryunload	The transportation or carrying of an artifact by an agent from one place to another	<arg1> transported <arg2> in <arg3> from <arg4> place to <arg5> place	Transporter	evt101arg01transporter	"per, org, gpe, sid"	Artifact	evt101arg02artifact	"bal, com, fac, loc, mon, veh, wea"	Vehicle	evt101arg03vehicle	veh	Origin	evt101arg04origin	"loc, gpe, fac"	Destination	evt101arg05destination	"loc, gpe, fac"	OWG_evt_044	MovementEvent	Movement	Bring/Carry/Unload	THEME	COTHEME		INITIAL_LOCATION	DESTINATION
LDC_evt_102	Movement	movement	TransportArtifact	transportartifact	DisperseSeparate	disperseseparate	The transportation of multiple artifacts by an agent from one place to multiple other places	<arg1> transported <arg2> in <arg3> from <arg4> place to <arg5> place	Transporter	evt102arg01transporter	"per, org, gpe, sid"	Artifact	evt102arg02artifact	"bal, com, fac, loc, mon, veh, wea"	Vehicle	evt102arg03vehicle	veh	Origin	evt102arg04origin	"loc, gpe, fac"	Destination	evt102arg05destination	"loc, gpe, fac"	OWG_evt_055	MovementEvent	Movement	Disperse/Separate	AGENT	THEME	INSTR	INITIAL_LOCATION	DESTINATION
LDC_evt_103	Movement	movement	TransportArtifact	transportartifact	Fall	fall	"The movement of an artifact by falling from one place to another, either accidentally or instigated by an agent"	<arg1> fell from <arg2> place to <arg3> place	Artifact	evt103arg01artifact	"bal, com, fac, loc, mon, veh, wea"	Origin	evt103arg02origin	"loc, gpe, fac"	Destination	evt103arg03destination	"loc, gpe, fac"							OWG_evt_043	MovementEvent	Movement	Fall	THEME	INITIAL_LOCATION	DESTINATION	owg has additional roles not in annotation template	
LDC_evt_104	Movement	movement	TransportArtifact	transportartifact	GrantEntry	grantentry	Allowing the transportation of an artifact by an agent into one place from another	<arg1> grants <arg2> entry to <arg3> place from <arg4> place	Transporter	evt104arg01transporter	"per, org, gpe, sid"	Artifact	evt104arg02artifact	"bal, com, fac, loc, mon, veh, wea"	Origin	evt104arg03origin	"loc, gpe, fac"	Destination	evt104arg04destination	"loc, gpe, fac"				OWG_evt_032	ControlEvent	Enable_Action	Grant_Entry/Asylum	AGENT	BENEFICIARY	"owg grantentry is control event, not movement"		
LDC_evt_105	Movement	movement	TransportArtifact	transportartifact	Hide	hide	The hiding or concealing of an artifact by an agent	"<arg1> concealed <arg2> in <arg3> place, transported in <arg4> vehicle from <arg5> place"	Transporter	evt105arg01transporter	"per, org, gpe, sid"	Artifact	evt105arg02artifact	"bal, com, fac, loc, mon, veh, wea"	HidingPlace	evt105arg03hidingplace	"loc, gpe, fac"	Vehicle	evt105arg04vehicle	veh	Origin	evt105arg05origin	"loc, gpe, fac"	not present	not present	not present	not present					
LDC_evt_106	Movement	movement	TransportArtifact	transportartifact	NonviolentThrowLaunch	nonviolentthrowlaunch	The non-violent launching or throwing of an artifact by an agent from one place to another	<arg1> transported <arg2> in <arg3> from <arg4> place to <arg5> place	Transporter	evt106arg01transporter	"per, org, gpe, sid"	Artifact	evt106arg02artifact	"bal, com, fac, loc, mon, veh, wea"	Vehicle	evt106arg03vehicle	veh	Origin	evt106arg04origin	"loc, gpe, fac"	Destination	evt106arg05destination	"loc, gpe, fac"	OWG_evt_041	MovementEvent	Movement	Nonviolent_Throw/Launch	AGENT	THEME		INITIAL_LOCATION	DESTINATION
LDC_evt_107	Movement	movement	TransportArtifact	transportartifact	PreventEntry	prevententry	Preventing the transportation of an artifact by an agent into one place from another	<arg1> prevents <arg2> from transporting <arg3> from <arg4> place to <arg5> place	Preventer	evt107arg01preventer	"per, org, gpe, sid"	Transporter	evt107arg02transporter	"per, org, gpe, sid"	Artifact	evt107arg03artifact	"bal, com, fac, loc, mon, veh, wea"	Origin	evt107arg04origin	"loc, gpe, fac"	Destination	evt107arg05destination	"loc, gpe, fac"	OWG_evt_025	ControlEvent	Prevent_Action	PreventEntry	AGENT	BENEFICIARY	"owg prevententry is control event, not movement"		
LDC_evt_108	Movement	movement	TransportArtifact	transportartifact	PreventExit	preventexit	Preventing the transportation of an artifact by an agent out of one place into another	<arg1> prevents <arg2> from transporting <arg3> from <arg4> place to <arg5> place	Preventer	evt108arg01preventer	"per, org, gpe, sid"	Transporter	evt108arg02transporter	"per, org, gpe, sid"	Artifact	evt108arg03artifact	"bal, com, fac, loc, mon, veh, wea"	Origin	evt108arg04origin	"loc, gpe, fac"	Destination	evt108arg05destination	"loc, gpe, fac"	OWG_evt_027	ControlEvent	Prevent_Exit	n/a	AGENT	BENEFICIARY	"owg prevententry is control event, not movement"		
LDC_evt_109	Movement	movement	TransportArtifact	transportartifact	ReceiveImport	receiveimport	The receiving or importing of an artifact by an agent at one place from another	<arg1> transported <arg2> in <arg3> from <arg4> place to <arg5> place	Transporter	evt109arg01transporter	"per, org, gpe, sid"	Artifact	evt109arg02artifact	"bal, com, fac, loc, mon, veh, wea"	Vehicle	evt109arg03vehicle	veh	Origin	evt109arg04origin	"loc, gpe, fac"	Destination	evt109arg05destination	"loc, gpe, fac"	OWG_evt_040	MovementEvent	Movement	Receive/Import	AGENT	THEME		INITIAL_LOCATION	
LDC_evt_110	Movement	movement	TransportArtifact	transportartifact	SendSupplyExport	sendsupplyexport	"The supplying, sending, or exporting of an artifact by an agent to one place from another"	<arg1> transported <arg2> in <arg3> from <arg4> place to <arg5> place	Transporter	evt110arg01transporter	"per, org, gpe, sid"	Artifact	evt110arg02artifact	"bal, com, fac, loc, mon, veh, wea"	Vehicle	evt110arg03vehicle	veh	Origin	evt110arg04origin	"loc, gpe, fac"	Destination	evt110arg05destination	"loc, gpe, fac"	OWG_evt_039	MovementEvent	Movement	Send/Supply/Export	AGENT	THEME		INITIAL_LOCATION	
LDC_evt_111	Movement	movement	TransportArtifact	transportartifact	SmuggleExtract	smuggleextract	The smuggling or extracting of an artifact by an agent out of one place into another	<arg1> transported <arg2> in <arg3> from <arg4> place to <arg5> place	Transporter	evt111arg01transporter	"per, org, gpe, sid"	Artifact	evt111arg02artifact	"bal, com, fac, loc, mon, veh, wea"	Vehicle	evt111arg03vehicle	veh	Origin	evt111arg04origin	"loc, gpe, fac"	Destination	evt111arg05destination	"loc, gpe, fac"	OWG_evt_045	MovementEvent	Movement	Smuggle/Extract	THEME	COTHEME		INITIAL_LOCATION	DESTINATION
LDC_evt_112	Movement	movement	TransportPerson	transportperson	n/a	unspecified	"The movement or transportation of a person, where the context does not distinguish the nature of the movement"	<arg1> transported <arg2> in <arg3> from <arg4> place to <arg5> place	Transporter	evt112arg01transporter	"per, org, gpe, sid"	Passenger	evt112arg02passenger	per	Vehicle	evt112arg03vehicle	veh	Origin	evt112arg04origin	"loc, gpe, fac"	Destination	evt112arg05destination	"loc, gpe, fac"	OWG_evt_037	MovementEvent	Movement	n/a	THEME	COTHEME		INITIAL_LOCATION	DESTINATION
LDC_evt_113	Movement	movement	TransportPerson	transportperson	BringCarryUnload	bringcarryunload	The transporting of a person by an agent from one place to another	<arg1> transported <arg2> in <arg3> from <arg4> place to <arg5> place	Transporter	evt113arg01transporter	"per, org, gpe, sid"	Passenger	evt113arg02passenger	per	Vehicle	evt113arg03vehicle	veh	Origin	evt113arg04origin	"loc, gpe, fac"	Destination	evt113arg05destination	"loc, gpe, fac"	OWG_evt_044	MovementEvent	Movement	Bring/Carry/Unload	THEME	COTHEME		INITIAL_LOCATION	DESTINATION
LDC_evt_114	Movement	movement	TransportPerson	transportperson	DisperseSeparate	disperseseparate	The movement or transportation of multiple people (by an agent or via their own effort) from one place to multiple other places	<arg1> transported <arg2> in <arg3> from <arg4> place to <arg5> place	Transporter	evt114arg01transporter	"per, org, gpe, sid"	Passenger	evt114arg02passenger	per	Vehicle	evt114arg03vehicle	veh	Origin	evt114arg04origin	"loc, gpe, fac"	Destination	evt114arg05destination	"loc, gpe, fac"	OWG_evt_055	MovementEvent	Movement	Disperse/Separate	THEME	COTHEME		INITIAL_LOCATION	DESTINATION
LDC_evt_115	Movement	movement	TransportPerson	transportperson	EvacuationRescue	evacuationrescue	The movement of a person (by an agent or via their own effort) from one place to another for evacuation purposes	<arg1> transported <arg2> in <arg3> from <arg4> place to <arg5> place	Transporter	evt115arg01transporter	"per, org, gpe, sid"	Passenger	evt115arg02passenger	per	Vehicle	evt115arg03vehicle	veh	Origin	evt115arg04origin	"loc, gpe, fac"	Destination	evt115arg05destination	"loc, gpe, fac"	OWG_evt_150	SocialEvent	RescueEvent	n/a	THEME	COTHEME		INITIAL_LOCATION	DESTINATION
LDC_evt_116	Movement	movement	TransportPerson	transportperson	Fall	fall	"The movement of a person by falling from one place to another, either accidentally or instigated by an agent"	<arg1> fell from <arg2> place to <arg3> place	Passenger	evt116arg01passenger	per	Origin	evt116arg02origin	"loc, gpe, fac"	Destination	evt116arg03destination	"loc, gpe, fac"							OWG_evt_043	MovementEvent	Movement	Fall	THEME	INITIAL_LOCATION	DESTINATION	owg has additional roles not in annotation template	
LDC_evt_117	Movement	movement	TransportPerson	transportperson	GrantEntryAsylum	grantentryasylum	"Allowing the movement or transportation of a person (by an agent or via their own effort) into one place from another, including granting asylum"	<arg1> grants entry to <arg2> transporting <arg3> from <arg4> place to <arg5> place	Granter	evt117arg01granter	"per, org, gpe, sid"	Transporter	evt117arg02transporter	"per, org, gpe, sid"	Passenger	evt117arg03passenger	per	Origin	evt117arg04origin	"loc, gpe, fac"	Destination	evt117arg05destination	"loc, gpe, fac"	OWG_evt_032	ControlEvent	Enable_Action	Grant_Entry/Asylum	AGENT	BENEFICIARY	"owg grantentry is control event, not movement"		
