document_id	document_element_or_keyframe_id	modality	region	type
IC001VAPK	IC001VBFN	text	(2228,0)-(3103,0)	ORG.MilitaryOrganization.GovernmentArmedForces
IC001VAPK	IC001VBFN	text	(2228,0)-(3103,0)	ORG.MilitaryOrganization.NonGovernmentMilitia
IC001VAPK	IC001VBFN	text	(2228,0)-(3103,0)	OrganizationAffiliation.EmploymentMembership.Employment
IC001VAPK	IC001VBFN	text	(2228,0)-(3103,0)	OrganizationAffiliation.Founder.Founder
IC001VAPK	IC001VBFN	text	(2228,0)-(3103,0)	OrganizationAffiliation.Leadership.HeadOfState
IC001VAPK	IC001VBFN	text	(2228,0)-(3103,0)	PER
IC001VAPK	IC001VBFN	text	(2228,0)-(3103,0)	PER.Combatant
IC001VAPK	IC001VBFN	text	(2228,0)-(3103,0)	PER.Combatant.Sniper
IC001VAPK	IC001VBFN	text	(2228,0)-(3103,0)	PER.MilitaryPersonnel
IC001VAPK	IC001VBFN	text	(2228,0)-(3103,0)	PER.Politician.HeadOfGovernment
IC001VAPK	IC001VBFN	text	(2228,0)-(3103,0)	PER.Protester
IC001VAPK	IC001VBFN	text	(2228,0)-(3103,0)	ResponsibilityBlame.AssignBlame.AssignBlame
IC001VAPK	IC001VBFN	text	(2228,0)-(3103,0)	ResponsibilityBlame.ClaimResponsibility.ClaimResponsibility
IC001VAPK	IC001VBFN	text	(2228,0)-(3103,0)	Transaction.TransferMoney
IC001VAPK	IC001VBFN	text	(2228,0)-(3103,0)	VAL.Number.Number
IC001VAPK	IC001VBFN	text	(2228,0)-(3103,0)	VEH.Aircraft.Drone
IC001VCIQ	IC001VCIW	image	(0,0)-(1280,720)	Conflict.Attack.Bombing
IC001VCIQ	IC001VCIW	image	(0,0)-(1280,720)	GPE.UrbanArea.City
IC001VCIQ	IC001VCIW	image	(0,0)-(1280,720)	GeneralAffiliation.Sponsorship
IC001VCIQ	IC001VCIW	image	(0,0)-(1280,720)	Life.Injure.InjuryCausedByViolentEvents
IC001VCIQ	IC001VCIW	image	(0,0)-(1280,720)	Movement.TransportArtifact.LossOfControl
IC001VCIQ	IC001VCIW	image	(0,0)-(1280,720)	Movement.TransportPerson.EvacuationRescue
IC001VCIQ	IC001VCIW	image	(0,0)-(1280,720)	OrganizationAffiliation.Leadership.HeadOfState
IC001VCIQ	IC001VCIW	image	(0,0)-(1280,720)	PER
IC001VCIQ	IC001VCIW	image	(0,0)-(1280,720)	PER.MilitaryPersonnel
IC001VCIQ	IC001VCIW	image	(0,0)-(1280,720)	PER.Politician.HeadOfGovernment
IC001VCIQ	IC001VCIW	image	(0,0)-(1280,720)	PER.ProfessionalPosition.Journalist
IC001VCIQ	IC001VCIW	image	(0,0)-(1280,720)	ResponsibilityBlame.ClaimResponsibility.ClaimResponsibility
IC001VCIQ	IC001VCIS	video	(64.88,0)-(105.92,0)	Conflict.Attack.Bombing
IC001VCIQ	IC001VCIS	video	(64.88,0)-(105.92,0)	GeneralAffiliation.Sponsorship
IC001VCIQ	IC001VCIS	video	(64.88,0)-(105.92,0)	Life.Injure.InjuryCausedByViolentEvents
IC001VCIQ	IC001VCIS	video	(64.88,0)-(105.92,0)	Movement.TransportArtifact.LossOfControl
IC001VCIQ	IC001VCIS	video	(64.88,0)-(105.92,0)	Movement.TransportPerson.EvacuationRescue
IC001VCIQ	IC001VCIS	video	(64.88,0)-(105.92,0)	OrganizationAffiliation.Leadership.HeadOfState
IC001VCIQ	IC001VCIS	video	(64.88,0)-(105.92,0)	ResponsibilityBlame.ClaimResponsibility.ClaimResponsibility
IC001VCIQ	IC001VCIS_10	video	(0,0)-(720,405)	GPE.UrbanArea.City
IC001VCIQ	IC001VCIS_10	video	(0,0)-(720,405)	PER
IC001VCIQ	IC001VCIS_10	video	(0,0)-(720,405)	PER.MilitaryPersonnel
IC001VCIQ	IC001VCIS_10	video	(0,0)-(720,405)	PER.Politician.HeadOfGovernment
IC001VCIQ	IC001VCIS_10	video	(0,0)-(720,405)	PER.ProfessionalPosition.Journalist
IC001VCIQ	IC001VCIS_11	video	(0,0)-(720,405)	GPE.UrbanArea.City
IC001VCIQ	IC001VCIS_11	video	(0,0)-(720,405)	PER
IC001VCIQ	IC001VCIS_11	video	(0,0)-(720,405)	PER.MilitaryPersonnel
IC001VCIQ	IC001VCIS_11	video	(0,0)-(720,405)	PER.Politician.HeadOfGovernment
IC001VCIQ	IC001VCIS_11	video	(0,0)-(720,405)	PER.ProfessionalPosition.Journalist
IC001VCIQ	IC001VCIS_12	video	(0,0)-(720,405)	GPE.UrbanArea.City
IC001VCIQ	IC001VCIS_12	video	(0,0)-(720,405)	PER
IC001VCIQ	IC001VCIS_12	video	(0,0)-(720,405)	PER.MilitaryPersonnel
IC001VCIQ	IC001VCIS_12	video	(0,0)-(720,405)	PER.Politician.HeadOfGovernment
IC001VCIQ	IC001VCIS_12	video	(0,0)-(720,405)	PER.ProfessionalPosition.Journalist
IC001VCIQ	IC001VCIS_13	video	(0,0)-(720,405)	GPE.UrbanArea.City
IC001VCIQ	IC001VCIS_13	video	(0,0)-(720,405)	PER
IC001VCIQ	IC001VCIS_13	video	(0,0)-(720,405)	PER.MilitaryPersonnel
IC001VCIQ	IC001VCIS_13	video	(0,0)-(720,405)	PER.Politician.HeadOfGovernment
IC001VCIQ	IC001VCIS_13	video	(0,0)-(720,405)	PER.ProfessionalPosition.Journalist
IC001VCIQ	IC001VCIS_14	video	(0,0)-(720,405)	GPE.UrbanArea.City
IC001VCIQ	IC001VCIS_14	video	(0,0)-(720,405)	PER
IC001VCIQ	IC001VCIS_14	video	(0,0)-(720,405)	PER.MilitaryPersonnel
IC001VCIQ	IC001VCIS_14	video	(0,0)-(720,405)	PER.Politician.HeadOfGovernment
IC001VCIQ	IC001VCIS_14	video	(0,0)-(720,405)	PER.ProfessionalPosition.Journalist
IC001VFH8	IC001VFHE	image	(0,0)-(1280,720)	ArtifactExistence.ArtifactFailure.MechanicalFailure
IC001VFH8	IC001VFHE	image	(0,0)-(1280,720)	ArtifactExistence.DamageDestroy.Damage
IC001VFH8	IC001VFHE	image	(0,0)-(1280,720)	Conflict.Attack.Bombing
IC001VFH8	IC001VFHE	image	(0,0)-(1280,720)	FAC.Building.ApartmentBuilding
IC001VFH8	IC001VFHE	image	(0,0)-(1280,720)	GeneralAffiliation.Sponsorship
IC001VFH8	IC001VFHE	image	(0,0)-(1280,720)	Justice.Investigate
IC001VFH8	IC001VFHE	image	(0,0)-(1280,720)	LOC.GeographicPoint
IC001VFH8	IC001VFHE	image	(0,0)-(1280,720)	Movement.TransportPerson.EvacuationRescue
IC001VFH8	IC001VFHE	image	(0,0)-(1280,720)	OrganizationAffiliation.Leadership
IC001VFH8	IC001VFHE	image	(0,0)-(1280,720)	PER.MilitaryPersonnel
IC001VFH8	IC001VFHE	image	(0,0)-(1280,720)	VEH.Aircraft.Drone
IC001VFH8	IC001VFHC	video	(122.233,0)-(164.8,0)	ArtifactExistence.ArtifactFailure.MechanicalFailure
IC001VFH8	IC001VFHC	video	(122.233,0)-(164.8,0)	ArtifactExistence.DamageDestroy.Damage
IC001VFH8	IC001VFHC	video	(122.233,0)-(164.8,0)	Conflict.Attack.Bombing
IC001VFH8	IC001VFHC	video	(122.233,0)-(164.8,0)	GeneralAffiliation.Sponsorship
IC001VFH8	IC001VFHC	video	(122.233,0)-(164.8,0)	Justice.Investigate
IC001VFH8	IC001VFHC	video	(122.233,0)-(164.8,0)	Movement.TransportPerson.EvacuationRescue
IC001VFH8	IC001VFHC	video	(122.233,0)-(164.8,0)	OrganizationAffiliation.Leadership
IC001VFH8	IC001VFHC_45	video	(0,0)-(720,405)	FAC.Building.ApartmentBuilding
IC001VFH8	IC001VFHC_45	video	(0,0)-(720,405)	LOC.GeographicPoint
IC001VFH8	IC001VFHC_45	video	(0,0)-(720,405)	PER.MilitaryPersonnel
IC001VFH8	IC001VFHC_45	video	(0,0)-(720,405)	VEH.Aircraft.Drone
IC001VFH8	IC001VFHC_46	video	(0,0)-(720,405)	FAC.Building.ApartmentBuilding
IC001VFH8	IC001VFHC_46	video	(0,0)-(720,405)	LOC.GeographicPoint
IC001VFH8	IC001VFHC_46	video	(0,0)-(720,405)	PER.MilitaryPersonnel
IC001VFH8	IC001VFHC_46	video	(0,0)-(720,405)	VEH.Aircraft.Drone
IC001VFH8	IC001VFHC_47	video	(0,0)-(720,405)	FAC.Building.ApartmentBuilding
IC001VFH8	IC001VFHC_47	video	(0,0)-(720,405)	LOC.GeographicPoint
IC001VFH8	IC001VFHC_47	video	(0,0)-(720,405)	PER.MilitaryPersonnel
IC001VFH8	IC001VFHC_47	video	(0,0)-(720,405)	VEH.Aircraft.Drone
IC001VFH8	IC001VFHC_48	video	(0,0)-(720,405)	FAC.Building.ApartmentBuilding
IC001VFH8	IC001VFHC_48	video	(0,0)-(720,405)	LOC.GeographicPoint
IC001VFH8	IC001VFHC_48	video	(0,0)-(720,405)	PER.MilitaryPersonnel
IC001VFH8	IC001VFHC_48	video	(0,0)-(720,405)	VEH.Aircraft.Drone
IC001VFH8	IC001VFHC_49	video	(0,0)-(720,405)	FAC.Building.ApartmentBuilding
IC001VFH8	IC001VFHC_49	video	(0,0)-(720,405)	LOC.GeographicPoint
IC001VFH8	IC001VFHC_49	video	(0,0)-(720,405)	PER.MilitaryPersonnel
IC001VFH8	IC001VFHC_49	video	(0,0)-(720,405)	VEH.Aircraft.Drone
IC001VFH8	IC001VFHC_50	video	(0,0)-(720,405)	FAC.Building.ApartmentBuilding
IC001VFH8	IC001VFHC_50	video	(0,0)-(720,405)	LOC.GeographicPoint
IC001VFH8	IC001VFHC_50	video	(0,0)-(720,405)	PER.MilitaryPersonnel
IC001VFH8	IC001VFHC_50	video	(0,0)-(720,405)	VEH.Aircraft.Drone
IC001VFH8	IC001VFHC_51	video	(0,0)-(720,405)	FAC.Building.ApartmentBuilding
IC001VFH8	IC001VFHC_51	video	(0,0)-(720,405)	LOC.GeographicPoint
IC001VFH8	IC001VFHC_51	video	(0,0)-(720,405)	PER.MilitaryPersonnel
IC001VFH8	IC001VFHC_51	video	(0,0)-(720,405)	VEH.Aircraft.Drone
IC001VGO2	IC001VGWW	text	(1705,0)-(2605,0)	Conflict.Attack
IC001VGO2	IC001VGWW	text	(1705,0)-(2605,0)	Conflict.Attack.Bombing
IC001VGO2	IC001VGWW	text	(1705,0)-(2605,0)	Conflict.Demonstrate.MarchProtestPoliticalGathering
IC001VGO2	IC001VGWW	text	(1705,0)-(2605,0)	Disaster.FireExplosion.FireExplosion
IC001VGO2	IC001VGWW	text	(1705,0)-(2605,0)	FAC.Building.ApartmentBuilding
IC001VGO2	IC001VGWW	text	(1705,0)-(2605,0)	FAC.Installation.MilitaryInstallation
IC001VGO2	IC001VGWW	text	(1705,0)-(2605,0)	FAC.Structure
IC001VGO2	IC001VGWW	text	(1705,0)-(2605,0)	FAC.Way.Street
IC001VGO2	IC001VGWW	text	(1705,0)-(2605,0)	GPE.Country.Country
IC001VGO2	IC001VGWW	text	(1705,0)-(2605,0)	GPE.ProvinceState.ProvinceState
IC001VGO2	IC001VGWW	text	(1705,0)-(2605,0)	GPE.UrbanArea.City
IC001VGO2	IC001VGWW	text	(1705,0)-(2605,0)	GeneralAffiliation.MemberOriginReligionEthnicity
IC001VGO2	IC001VGWW	text	(1705,0)-(2605,0)	GeneralAffiliation.Sponsorship
IC001VGO2	IC001VGWW	text	(1705,0)-(2605,0)	GeneralAffiliation.Sponsorship.AdvisePlanOrganize
IC001VGO2	IC001VGWW	text	(1705,0)-(2605,0)	GeneralAffiliation.Sponsorship.HelpSupport
IC001VGO2	IC001VGWW	text	(1705,0)-(2605,0)	Inspection.TargetAimAt.TargetAimAt
IC001VGO2	IC001VGWW	text	(1705,0)-(2605,0)	Justice.ArrestJailDetain.ArrestJailDetain
IC001VGO2	IC001VGWW	text	(1705,0)-(2605,0)	Life.Injure.InjuryCausedByViolentEvents
IC001VGO2	IC001VGWW	text	(1705,0)-(2605,0)	Measurement.Size.Count
IC001VGO2	IC001VGWW	text	(1705,0)-(2605,0)	Movement.TransportArtifact
IC001VGO2	IC001VGWW	text	(1705,0)-(2605,0)	Movement.TransportArtifact.BringCarryUnload
IC001VGO2	IC001VGWW	text	(1705,0)-(2605,0)	Movement.TransportArtifact.Fall
IC001VGO2	IC001VGWW	text	(1705,0)-(2605,0)	Movement.TransportArtifact.LossOfControl
IC001VGO2	IC001VGWW	text	(1705,0)-(2605,0)	Movement.TransportPerson.EvacuationRescue
IC001VGO2	IC001VGWW	text	(1705,0)-(2605,0)	OrganizationAffiliation.Leadership.HeadOfState
IC001VGO2	IC001VGWW	text	(1705,0)-(2605,0)	PER
IC001VGO2	IC001VGWW	text	(1705,0)-(2605,0)	PER.Combatant
IC001VGO2	IC001VGWW	text	(1705,0)-(2605,0)	PER.MilitaryPersonnel
IC001VGO2	IC001VGWW	text	(1705,0)-(2605,0)	PER.Politician.HeadOfGovernment
IC001VGO2	IC001VGWW	text	(1705,0)-(2605,0)	PER.ProfessionalPosition
IC001VGO2	IC001VGWW	text	(1705,0)-(2605,0)	Physical.Resident.Resident
IC001VGO2	IC001VGWW	text	(1705,0)-(2605,0)	ResponsibilityBlame.AssignBlame.AssignBlame
IC001VGO2	IC001VGWW	text	(1705,0)-(2605,0)	SID.Ideological.Ideological
IC001VGO2	IC001VGWW	text	(1705,0)-(2605,0)	Transaction.TransferMoney
IC001VGO2	IC001VGWW	text	(1705,0)-(2605,0)	VAL.Number.Number
IC001VGO2	IC001VGWW	text	(1705,0)-(2605,0)	VEH.Aircraft.Drone
IC001VGO2	IC001VGWW	text	(1705,0)-(2605,0)	WEA
IC001VGO2	IC001VGWW	text	(88,0)-(1545,0)	Conflict.Attack
IC001VGO2	IC001VGWW	text	(88,0)-(1545,0)	Conflict.Attack.Bombing
IC001VGO2	IC001VGWW	text	(88,0)-(1545,0)	Conflict.Demonstrate.MarchProtestPoliticalGathering
IC001VGO2	IC001VGWW	text	(88,0)-(1545,0)	Disaster.FireExplosion.FireExplosion
IC001VGO2	IC001VGWW	text	(88,0)-(1545,0)	FAC.Building.ApartmentBuilding
IC001VGO2	IC001VGWW	text	(88,0)-(1545,0)	FAC.Installation.MilitaryInstallation
IC001VGO2	IC001VGWW	text	(88,0)-(1545,0)	FAC.Structure
IC001VGO2	IC001VGWW	text	(88,0)-(1545,0)	FAC.Way.Street
IC001VGO2	IC001VGWW	text	(88,0)-(1545,0)	GPE.Country.Country
IC001VGO2	IC001VGWW	text	(88,0)-(1545,0)	GPE.ProvinceState.ProvinceState
IC001VGO2	IC001VGWW	text	(88,0)-(1545,0)	GPE.UrbanArea.City
IC001VGO2	IC001VGWW	text	(88,0)-(1545,0)	GeneralAffiliation.MemberOriginReligionEthnicity
IC001VGO2	IC001VGWW	text	(88,0)-(1545,0)	GeneralAffiliation.Sponsorship
IC001VGO2	IC001VGWW	text	(88,0)-(1545,0)	GeneralAffiliation.Sponsorship.AdvisePlanOrganize
IC001VGO2	IC001VGWW	text	(88,0)-(1545,0)	GeneralAffiliation.Sponsorship.HelpSupport
IC001VGO2	IC001VGWW	text	(88,0)-(1545,0)	Inspection.TargetAimAt.TargetAimAt
IC001VGO2	IC001VGWW	text	(88,0)-(1545,0)	Justice.ArrestJailDetain.ArrestJailDetain
IC001VGO2	IC001VGWW	text	(88,0)-(1545,0)	Life.Injure.InjuryCausedByViolentEvents
IC001VGO2	IC001VGWW	text	(88,0)-(1545,0)	Measurement.Size.Count
IC001VGO2	IC001VGWW	text	(88,0)-(1545,0)	Movement.TransportArtifact
IC001VGO2	IC001VGWW	text	(88,0)-(1545,0)	Movement.TransportArtifact.BringCarryUnload
IC001VGO2	IC001VGWW	text	(88,0)-(1545,0)	Movement.TransportArtifact.Fall
IC001VGO2	IC001VGWW	text	(88,0)-(1545,0)	Movement.TransportArtifact.LossOfControl
IC001VGO2	IC001VGWW	text	(88,0)-(1545,0)	Movement.TransportPerson.EvacuationRescue
IC001VGO2	IC001VGWW	text	(88,0)-(1545,0)	OrganizationAffiliation.Leadership.HeadOfState
IC001VGO2	IC001VGWW	text	(88,0)-(1545,0)	PER
IC001VGO2	IC001VGWW	text	(88,0)-(1545,0)	PER.Combatant
IC001VGO2	IC001VGWW	text	(88,0)-(1545,0)	PER.MilitaryPersonnel
IC001VGO2	IC001VGWW	text	(88,0)-(1545,0)	PER.Politician.HeadOfGovernment
IC001VGO2	IC001VGWW	text	(88,0)-(1545,0)	PER.ProfessionalPosition
IC001VGO2	IC001VGWW	text	(88,0)-(1545,0)	Physical.Resident.Resident
IC001VGO2	IC001VGWW	text	(88,0)-(1545,0)	ResponsibilityBlame.AssignBlame.AssignBlame
IC001VGO2	IC001VGWW	text	(88,0)-(1545,0)	SID.Ideological.Ideological
IC001VGO2	IC001VGWW	text	(88,0)-(1545,0)	Transaction.TransferMoney
IC001VGO2	IC001VGWW	text	(88,0)-(1545,0)	VAL.Number.Number
IC001VGO2	IC001VGWW	text	(88,0)-(1545,0)	VEH.Aircraft.Drone
IC001VGO2	IC001VGWW	text	(88,0)-(1545,0)	WEA
JC002YC48	JC002YEMH	text	(1,0)-(786,0)	Disaster.DiseaseOutbreak.DiseaseOutbreak
JC002YC48	JC002YEMH	text	(1,0)-(786,0)	GPE.Country.Country
JC002YC48	JC002YEMH	text	(1,0)-(786,0)	GPE.ProvinceState.ProvinceState
JC002YC48	JC002YEMH	text	(1,0)-(786,0)	GPE.UrbanArea.City
JC002YC48	JC002YEMH	text	(1,0)-(786,0)	LOC.Position.Region
JC002YC48	JC002YEMH	text	(1,0)-(786,0)	Life.Die.NonviolentDeath
JC002YC48	JC002YEMH	text	(1,0)-(786,0)	Life.Injure.IllnessDegredationSickness
JC002YC48	JC002YEMH	text	(1,0)-(786,0)	MHI.Disease.Disease
JC002YC48	JC002YEMH	text	(1,0)-(786,0)	Measurement.Size.Count
JC002YC48	JC002YEMH	text	(1,0)-(786,0)	Medical.Intervention.Intervention
JC002YC48	JC002YEMH	text	(1,0)-(786,0)	Movement.TransportPerson.SelfMotion
JC002YC48	JC002YEMH	text	(1,0)-(786,0)	PER
JC002YC48	JC002YEMH	text	(1,0)-(786,0)	Physical.Resident.Resident
JC002YC48	JC002YEMH	text	(1,0)-(786,0)	VAL.Number.Number
JC002YCXK	JC002YEOG	text	(1442,0)-(2731,0)	ArtifactExistence.Shortage.Shortage
JC002YCXK	JC002YEOG	text	(1442,0)-(2731,0)	COM
JC002YCXK	JC002YEOG	text	(1442,0)-(2731,0)	GPE.Country.Country
JC002YCXK	JC002YEOG	text	(1442,0)-(2731,0)	GPE.UrbanArea.City
JC002YCXK	JC002YEOG	text	(1442,0)-(2731,0)	Justice.InitiateJudicialProcess
JC002YCXK	JC002YEOG	text	(1442,0)-(2731,0)	LOC.Land.Continent
JC002YCXK	JC002YEOG	text	(1442,0)-(2731,0)	Life.Die.DeathCausedByViolentEvents
JC002YCXK	JC002YEOG	text	(1442,0)-(2731,0)	Life.Injure.IllnessDegredationSickness
JC002YCXK	JC002YEOG	text	(1442,0)-(2731,0)	MHI.Disease.Disease
JC002YCXK	JC002YEOG	text	(1442,0)-(2731,0)	MON
JC002YCXK	JC002YEOG	text	(1442,0)-(2731,0)	Measurement.Size.Count
JC002YCXK	JC002YEOG	text	(1442,0)-(2731,0)	Movement.TransportPerson
JC002YCXK	JC002YEOG	text	(1442,0)-(2731,0)	ORG
JC002YCXK	JC002YEOG	text	(1442,0)-(2731,0)	PER
JC002YCXK	JC002YEOG	text	(1442,0)-(2731,0)	PER.Politician.HeadOfGovernment
JC002YCXK	JC002YEOG	text	(1442,0)-(2731,0)	PER.ProfessionalPosition.MedicalPersonnel
JC002YCXK	JC002YEOG	text	(1442,0)-(2731,0)	VAL.Number.Number
JC002YCXK	JC002YEOG	text	(176,0)-(1081,0)	ArtifactExistence.Shortage.Shortage
JC002YCXK	JC002YEOG	text	(176,0)-(1081,0)	COM
JC002YCXK	JC002YEOG	text	(176,0)-(1081,0)	GPE.Country.Country
JC002YCXK	JC002YEOG	text	(176,0)-(1081,0)	GPE.UrbanArea.City
JC002YCXK	JC002YEOG	text	(176,0)-(1081,0)	Justice.InitiateJudicialProcess
JC002YCXK	JC002YEOG	text	(176,0)-(1081,0)	LOC.Land.Continent
JC002YCXK	JC002YEOG	text	(176,0)-(1081,0)	Life.Die.DeathCausedByViolentEvents
JC002YCXK	JC002YEOG	text	(176,0)-(1081,0)	Life.Injure.IllnessDegredationSickness
JC002YCXK	JC002YEOG	text	(176,0)-(1081,0)	MHI.Disease.Disease
JC002YCXK	JC002YEOG	text	(176,0)-(1081,0)	MON
JC002YCXK	JC002YEOG	text	(176,0)-(1081,0)	Measurement.Size.Count
JC002YCXK	JC002YEOG	text	(176,0)-(1081,0)	Movement.TransportPerson
JC002YCXK	JC002YEOG	text	(176,0)-(1081,0)	ORG
JC002YCXK	JC002YEOG	text	(176,0)-(1081,0)	PER
JC002YCXK	JC002YEOG	text	(176,0)-(1081,0)	PER.Politician.HeadOfGovernment
JC002YCXK	JC002YEOG	text	(176,0)-(1081,0)	PER.ProfessionalPosition.MedicalPersonnel
JC002YCXK	JC002YEOG	text	(176,0)-(1081,0)	VAL.Number.Number
JC002YD6G	JC002YD6L	image	(0,0)-(480,360)	Contact.ThreatenCoerce
JC002YD6G	JC002YD6L	image	(0,0)-(480,360)	FAC.Installation
JC002YD6G	JC002YD6L	image	(0,0)-(480,360)	GPE
JC002YD6G	JC002YD6L	image	(0,0)-(480,360)	GPE.UrbanArea.City
JC002YD6G	JC002YD6L	image	(0,0)-(480,360)	Life.Die.NonviolentDeath
JC002YD6G	JC002YD6L	image	(0,0)-(480,360)	Life.Injure.IllnessDegredationSickness
JC002YD6G	JC002YD6L	image	(0,0)-(480,360)	MHI.SymptomPresentation.SymptomPresentation
JC002YD6G	JC002YD6L	image	(0,0)-(480,360)	Measurement.Size.Count
JC002YD6G	JC002YD6L	image	(0,0)-(480,360)	ORG
JC002YD6G	JC002YD6L	image	(0,0)-(480,360)	ORG.Government
JC002YD6G	JC002YD6L	image	(0,0)-(480,360)	OrganizationAffiliation.Leadership
JC002YD6G	JC002YD6L	image	(0,0)-(480,360)	PER
JC002YD6G	JC002YD6L	image	(0,0)-(480,360)	PER.Politician.HeadOfGovernment
JC002YD6G	JC002YD6I	text	(1,0)-(828,0)	Contact.ThreatenCoerce
JC002YD6G	JC002YD6I	text	(1,0)-(828,0)	FAC.Installation
JC002YD6G	JC002YD6I	text	(1,0)-(828,0)	GPE
JC002YD6G	JC002YD6I	text	(1,0)-(828,0)	GPE.UrbanArea.City
JC002YD6G	JC002YD6I	text	(1,0)-(828,0)	Life.Die.NonviolentDeath
JC002YD6G	JC002YD6I	text	(1,0)-(828,0)	Life.Injure.IllnessDegredationSickness
JC002YD6G	JC002YD6I	text	(1,0)-(828,0)	MHI.SymptomPresentation.SymptomPresentation
JC002YD6G	JC002YD6I	text	(1,0)-(828,0)	Measurement.Size.Count
JC002YD6G	JC002YD6I	text	(1,0)-(828,0)	ORG
JC002YD6G	JC002YD6I	text	(1,0)-(828,0)	ORG.Government
JC002YD6G	JC002YD6I	text	(1,0)-(828,0)	OrganizationAffiliation.Leadership
JC002YD6G	JC002YD6I	text	(1,0)-(828,0)	PER
JC002YD6G	JC002YD6I	text	(1,0)-(828,0)	PER.Politician.HeadOfGovernment
JC002YF02	JC002YF53	text	(2550,0)-(2964,0)	Conflict.Attack.BiologicalChemicalPoisonAttack
JC002YF02	JC002YF53	text	(2550,0)-(2964,0)	Contact.ThreatenCoerce
JC002YF02	JC002YF53	text	(2550,0)-(2964,0)	Disaster.DiseaseOutbreak.DiseaseOutbreak
JC002YF02	JC002YF53	text	(2550,0)-(2964,0)	GPE.Country.Country
JC002YF02	JC002YF53	text	(2550,0)-(2964,0)	GPE.ProvinceState.ProvinceState
JC002YF02	JC002YF53	text	(2550,0)-(2964,0)	Justice.InitiateJudicialProcess
JC002YF02	JC002YF53	text	(2550,0)-(2964,0)	Life.Die.NonviolentDeath
JC002YF02	JC002YF53	text	(2550,0)-(2964,0)	MHI.Disease.Disease
JC002YF02	JC002YF53	text	(2550,0)-(2964,0)	Measurement.Size.Count
JC002YF02	JC002YF53	text	(2550,0)-(2964,0)	PER
JC002YF02	JC002YF53	text	(2550,0)-(2964,0)	PER.Politician.HeadOfGovernment
JC002YF02	JC002YF53	text	(2550,0)-(2964,0)	PER.ProfessionalPosition.Minister
JC002YF02	JC002YF53	text	(2550,0)-(2964,0)	PersonalSocial.Role.ProfessionalRole
JC002YF02	JC002YF53	text	(2550,0)-(2964,0)	TTL
JC002YF02	JC002YF53	text	(2550,0)-(2964,0)	VAL.Number.Number
JC002YF02	JC002YF53	text	(4020,0)-(4857,0)	Conflict.Attack.BiologicalChemicalPoisonAttack
JC002YF02	JC002YF53	text	(4020,0)-(4857,0)	Contact.ThreatenCoerce
JC002YF02	JC002YF53	text	(4020,0)-(4857,0)	Disaster.DiseaseOutbreak.DiseaseOutbreak
JC002YF02	JC002YF53	text	(4020,0)-(4857,0)	GPE.Country.Country
JC002YF02	JC002YF53	text	(4020,0)-(4857,0)	GPE.ProvinceState.ProvinceState
JC002YF02	JC002YF53	text	(4020,0)-(4857,0)	Justice.InitiateJudicialProcess
JC002YF02	JC002YF53	text	(4020,0)-(4857,0)	Life.Die.NonviolentDeath
JC002YF02	JC002YF53	text	(4020,0)-(4857,0)	MHI.Disease.Disease
JC002YF02	JC002YF53	text	(4020,0)-(4857,0)	Measurement.Size.Count
JC002YF02	JC002YF53	text	(4020,0)-(4857,0)	PER
JC002YF02	JC002YF53	text	(4020,0)-(4857,0)	PER.Politician.HeadOfGovernment
JC002YF02	JC002YF53	text	(4020,0)-(4857,0)	PER.ProfessionalPosition.Minister
JC002YF02	JC002YF53	text	(4020,0)-(4857,0)	PersonalSocial.Role.ProfessionalRole
JC002YF02	JC002YF53	text	(4020,0)-(4857,0)	TTL
JC002YF02	JC002YF53	text	(4020,0)-(4857,0)	VAL.Number.Number
KC003A59I	KC003A59L	image	(0,0)-(790,444)	ArtifactExistence.Shortage.Shortage
KC003A59I	KC003A59L	image	(0,0)-(790,444)	Conflict.Attack
KC003A59I	KC003A59L	image	(0,0)-(790,444)	Conflict.Coup.Coup
KC003A59I	KC003A59L	image	(0,0)-(790,444)	Conflict.Demonstrate.MarchProtestPoliticalGathering
KC003A59I	KC003A59L	image	(0,0)-(790,444)	Contact.MediaStatement
KC003A59I	KC003A59L	image	(0,0)-(790,444)	Contact.PublicStatementInPerson.Broadcast
KC003A59I	KC003A59L	image	(0,0)-(790,444)	Evaluate.Sentiment.Positive
KC003A59I	KC003A59L	image	(0,0)-(790,444)	GPE.UrbanArea.City
KC003A59I	KC003A59L	image	(0,0)-(790,444)	Government.Convene.Convene
KC003A59I	KC003A59L	image	(0,0)-(790,444)	ORG.MilitaryOrganization
KC003A59I	KC003A59L	image	(0,0)-(790,444)	PER
KC003A59I	KC003A59L	image	(0,0)-(790,444)	PER.Politician.HeadOfGovernment
KC003A59I	KC003A59L	image	(0,0)-(790,444)	PER.ProfessionalPosition.Journalist
KC003A59I	KC003A59L	image	(0,0)-(790,444)	ResponsibilityBlame.AssignBlame.AssignBlame
KC003A59I	KC003A59L	image	(0,0)-(790,444)	SID.Political.Opposition
KC003A59I	KC003ADRI	text	(1,0)-(407,0)	ArtifactExistence.Shortage.Shortage
KC003A59I	KC003ADRI	text	(1,0)-(407,0)	Conflict.Attack
KC003A59I	KC003ADRI	text	(1,0)-(407,0)	Conflict.Coup.Coup
KC003A59I	KC003ADRI	text	(1,0)-(407,0)	Conflict.Demonstrate.MarchProtestPoliticalGathering
