slot_type_code	slot_type
evt120arg02transporter	Movement.TransportPerson.PreventExit_Transporter
evt120arg03passenger	Movement.TransportPerson.PreventExit_Passenger
evt120arg04origin	Movement.TransportPerson.PreventExit_Origin
evt120arg05destination	Movement.TransportPerson.PreventExit_Destination
evt121arg01transporter	Movement.TransportPerson.SelfMotion_Transporter
evt121arg02vehicle	Movement.TransportPerson.SelfMotion_Vehicle
evt121arg03origin	Movement.TransportPerson.SelfMotion_Origin
evt121arg04destination	Movement.TransportPerson.SelfMotion_Destination
evt122arg01transporter	Movement.TransportPerson.SmuggleExtract_Transporter
evt122arg02passenger	Movement.TransportPerson.SmuggleExtract_Passenger
evt122arg03vehicle	Movement.TransportPerson.SmuggleExtract_Vehicle
evt122arg04origin	Movement.TransportPerson.SmuggleExtract_Origin
evt122arg05destination	Movement.TransportPerson.SmuggleExtract_Destination
evt123arg01voter	Personnel.Elect_Voter
evt123arg02candidate	Personnel.Elect_Candidate
evt123arg03place	Personnel.Elect_Place
evt124arg01voter	Personnel.Elect.WinElection_Voter
evt124arg02candidate	Personnel.Elect.WinElection_Candidate
evt124arg03place	Personnel.Elect.WinElection_Place
evt125arg01employee	Personnel.EndPosition_Employee
evt125arg02placeofemployment	Personnel.EndPosition_PlaceOfEmployment
evt125arg03place	Personnel.EndPosition_Place
evt126arg01employee	Personnel.EndPosition.FiringLayoff_Employee
evt126arg02placeofemployment	Personnel.EndPosition.FiringLayoff_PlaceOfEmployment
evt126arg03place	Personnel.EndPosition.FiringLayoff_Place
evt127arg01employee	Personnel.EndPosition.QuitRetire_Employee
evt127arg02placeofemployment	Personnel.EndPosition.QuitRetire_PlaceOfEmployment
evt127arg03place	Personnel.EndPosition.QuitRetire_Place
evt128arg01employee	Personnel.StartPosition_Employee
evt128arg02placeofemployment	Personnel.StartPosition_PlaceOfEmployment
evt128arg03place	Personnel.StartPosition_Place
evt129arg01employee	Personnel.StartPosition.Hiring_Employee
evt129arg02placeofemployment	Personnel.StartPosition.Hiring_PlaceOfEmployment
evt129arg03place	Personnel.StartPosition.Hiring_Place
evt130arg01participant	Transaction.Transaction_Participant
evt130arg02participant	Transaction.Transaction_Participant
evt130arg03beneficiary	Transaction.Transaction_Beneficiary
evt130arg04place	Transaction.Transaction_Place
evt131arg01preventer	Transaction.Transaction.EmbargoSanction_Preventer
evt131arg02giver	Transaction.Transaction.EmbargoSanction_Giver
evt131arg03recipient	Transaction.Transaction.EmbargoSanction_Recipient
evt131arg04artifactmoney	Transaction.Transaction.EmbargoSanction_ArtifactMoney
evt131arg05place	Transaction.Transaction.EmbargoSanction_Place
evt132arg01giver	Transaction.Transaction.GiftGrantProvideAid_Giver
evt132arg02recipient	Transaction.Transaction.GiftGrantProvideAid_Recipient
evt132arg03beneficiary	Transaction.Transaction.GiftGrantProvideAid_Beneficiary
evt132arg04place	Transaction.Transaction.GiftGrantProvideAid_Place
evt133arg01giver	Transaction.TransferMoney_Giver
evt133arg02recipient	Transaction.TransferMoney_Recipient
evt133arg03beneficiary	Transaction.TransferMoney_Beneficiary
evt133arg04money	Transaction.TransferMoney_Money
evt133arg05place	Transaction.TransferMoney_Place
evt134arg01giver	Transaction.TransferMoney.BorrowLend_Giver
evt134arg02recipient	Transaction.TransferMoney.BorrowLend_Recipient
evt134arg03beneficiary	Transaction.TransferMoney.BorrowLend_Beneficiary
evt134arg04money	Transaction.TransferMoney.BorrowLend_Money
evt134arg05place	Transaction.TransferMoney.BorrowLend_Place
evt135arg01preventer	Transaction.TransferMoney.EmbargoSanction_Preventer
evt135arg02giver	Transaction.TransferMoney.EmbargoSanction_Giver
evt135arg03recipient	Transaction.TransferMoney.EmbargoSanction_Recipient
evt135arg04money	Transaction.TransferMoney.EmbargoSanction_Money
evt135arg05place	Transaction.TransferMoney.EmbargoSanction_Place
evt136arg01giver	Transaction.TransferMoney.GiftGrantProvideAid_Giver
evt136arg02recipient	Transaction.TransferMoney.GiftGrantProvideAid_Recipient
evt136arg03beneficiary	Transaction.TransferMoney.GiftGrantProvideAid_Beneficiary
evt136arg04money	Transaction.TransferMoney.GiftGrantProvideAid_Money
evt136arg05place	Transaction.TransferMoney.GiftGrantProvideAid_Place
evt137arg01giver	Transaction.TransferMoney.PayForService_Giver
evt137arg02recipient	Transaction.TransferMoney.PayForService_Recipient
evt137arg03beneficiary	Transaction.TransferMoney.PayForService_Beneficiary
evt137arg04money	Transaction.TransferMoney.PayForService_Money
evt137arg05place	Transaction.TransferMoney.PayForService_Place
evt138arg01giver	Transaction.TransferMoney.Purchase_Giver
evt138arg02recipient	Transaction.TransferMoney.Purchase_Recipient
evt138arg03beneficiary	Transaction.TransferMoney.Purchase_Beneficiary
evt138arg04money	Transaction.TransferMoney.Purchase_Money
evt138arg05place	Transaction.TransferMoney.Purchase_Place
evt139arg01giver	Transaction.TransferOwnership_Giver
evt139arg02recipient	Transaction.TransferOwnership_Recipient
evt139arg03beneficiary	Transaction.TransferOwnership_Beneficiary
evt139arg04artifact	Transaction.TransferOwnership_Artifact
evt139arg05place	Transaction.TransferOwnership_Place
evt140arg01giver	Transaction.TransferOwnership.BorrowLend_Giver
evt140arg02recipient	Transaction.TransferOwnership.BorrowLend_Recipient
evt140arg03beneficiary	Transaction.TransferOwnership.BorrowLend_Beneficiary
evt140arg04artifact	Transaction.TransferOwnership.BorrowLend_Artifact
evt140arg05place	Transaction.TransferOwnership.BorrowLend_Place
evt141arg01preventer	Transaction.TransferOwnership.EmbargoSanction_Preventer
evt141arg02giver	Transaction.TransferOwnership.EmbargoSanction_Giver
evt141arg03recipient	Transaction.TransferOwnership.EmbargoSanction_Recipient
evt141arg04artifact	Transaction.TransferOwnership.EmbargoSanction_Artifact
evt141arg05place	Transaction.TransferOwnership.EmbargoSanction_Place
evt142arg01giver	Transaction.TransferOwnership.GiftGrantProvideAid_Giver
evt142arg02recipient	Transaction.TransferOwnership.GiftGrantProvideAid_Recipient
evt142arg03beneficiary	Transaction.TransferOwnership.GiftGrantProvideAid_Beneficiary
evt142arg04artifact	Transaction.TransferOwnership.GiftGrantProvideAid_Artifact
evt142arg05place	Transaction.TransferOwnership.GiftGrantProvideAid_Place
evt143arg01giver	Transaction.TransferOwnership.Purchase_Giver
evt143arg02recipient	Transaction.TransferOwnership.Purchase_Recipient
evt143arg03beneficiary	Transaction.TransferOwnership.Purchase_Beneficiary
evt143arg04artifact	Transaction.TransferOwnership.Purchase_Artifact
evt143arg05place	Transaction.TransferOwnership.Purchase_Place
evt144arg01giver	Transaction.Transaction.TransferControl_Giver
evt144arg02recipient	Transaction.Transaction.TransferControl_Recipient
evt144arg03beneficiary	Transaction.Transaction.TransferControl_Beneficiary
evt144arg04territoryorfacility	Transaction.Transaction.TransferControl_TerritoryOrFacility
evt144arg05place	Transaction.Transaction.TransferControl_Place
evt145arg01convener 	Government.Convene.Convene_Convener 
evt145arg02convenedthing 	Government.Convene.Convene_ConvenedThing 
evt145arg03place 	Government.Convene.Convene_Place 
evt146arg01controller 	Movement.TransportArtifact.LossOfControl_Controller 
evt146arg02controlledthing 	Movement.TransportArtifact.LossOfControl_ControlledThing 
evt146arg03place 	Movement.TransportArtifact.LossOfControl_Place 
evt147arg01treater 	Medical.Intervention.Intervention_Treater 
evt147arg02patient 	Medical.Intervention.Intervention_Patient 
evt147arg03medicalissue 	Medical.Intervention.Intervention_MedicalIssue 
evt147arg04instrument 	Medical.Intervention.Intervention_Instrument 
evt147arg05place 	Medical.Intervention.Intervention_Place 
evt148arg01disease 	Disaster.DiseaseOutbreak.DiseaseOutbreak_Disease 
evt148arg02victim 	Disaster.DiseaseOutbreak.DiseaseOutbreak_Victim 
evt148arg03place 	Disaster.DiseaseOutbreak.DiseaseOutbreak_Place 
evt149arg01experiencer 	ArtifactExistence.Shortage.Shortage_Experiencer 
evt149arg02supply 	ArtifactExistence.Shortage.Shortage_Supply 
evt149arg03place 	ArtifactExistence.Shortage.Shortage_Place 
evt150arg01victim 	Life.Injure.IllnessDegredationSickness_Victim 
evt150arg02injurer 	Life.Injure.IllnessDegredationSickness_Injurer 
evt150arg03disease 	Life.Injure.IllnessDegredationSickness_Disease 
evt150arg04place 	Life.Injure.IllnessDegredationSickness_Place 
evt151arg01deposedentity 	Conflict.Coup.Coup_DeposedEntity 
evt151arg02deposingentity 	Conflict.Coup.Coup_DeposingEntity 
evt151arg03place 	Conflict.Coup.Coup_Place 
evt152arg01mechanicalartifact 	ArtifactExistence.ArtifactFailure.MechanicalFailure_MechanicalArtifact 
evt152arg02instrument 	ArtifactExistence.ArtifactFailure.MechanicalFailure_Instrument 
evt152arg03place 	ArtifactExistence.ArtifactFailure.MechanicalFailure_Place 
evt153arg01targeter 	Inspection.TargetAimAt.TargetAimAt_Targeter 
evt153arg02target 	Inspection.TargetAimAt.TargetAimAt_Target 
evt153arg03instrument 	Inspection.TargetAimAt.TargetAimAt_Instrument 
evt153arg04place 	Inspection.TargetAimAt.TargetAimAt_Place 
evt154arg01perpetrator 	GenericCrime.GenericCrime.GenericCrime_Perpetrator 
evt154arg02victim 	GenericCrime.GenericCrime.GenericCrime_Victim 
evt154arg03place 	GenericCrime.GenericCrime.GenericCrime_Place 
rel002arg01holder	Evaluate.Deliberateness.Accidental_Holder
rel002arg02event	Evaluate.Deliberateness.Accidental_Event
rel003arg01holder	Evaluate.Deliberateness.Deliberate_Holder
rel003arg02event	Evaluate.Deliberateness.Deliberate_Event
rel005arg01holder	Evaluate.Legitimacy.Illegitimate_Holder
rel005arg02event	Evaluate.Legitimacy.Illegitimate_Event
rel006arg01holder	Evaluate.Legitimacy.Legitimate_Holder
rel006arg02event	Evaluate.Legitimacy.Legitimate_Event
rel008arg01holder	Evaluate.Sentiment.Negative_Holder
rel008arg02sentimenttarget	Evaluate.Sentiment.Negative_SentimentTarget
rel009arg01holder	Evaluate.Sentiment.Positive_Holder
rel009arg02sentimenttarget	Evaluate.Sentiment.Positive_SentimentTarget
rel010arg01artifact	GeneralAffiliation.ArtifactPoliticalOrganizationReligiousAffiliation_Artifact
rel010arg02entityorfiller	GeneralAffiliation.ArtifactPoliticalOrganizationReligiousAffiliation_EntityOrFiller
rel011arg01territory	GeneralAffiliation.ArtifactPoliticalOrganizationReligiousAffiliation.ControlTerritory_Territory
rel011arg02controller	GeneralAffiliation.ArtifactPoliticalOrganizationReligiousAffiliation.ControlTerritory_Controller
rel012arg01artifact	GeneralAffiliation.ArtifactPoliticalOrganizationReligiousAffiliation.NationalityCitizen_Artifact
rel012arg02nationality	GeneralAffiliation.ArtifactPoliticalOrganizationReligiousAffiliation.NationalityCitizen_Nationality
rel013arg01artifact	GeneralAffiliation.ArtifactPoliticalOrganizationReligiousAffiliation.OwnershipPossession_Artifact
rel013arg02owner	GeneralAffiliation.ArtifactPoliticalOrganizationReligiousAffiliation.OwnershipPossession_Owner
rel014arg01person	GeneralAffiliation.MemberOriginReligionEthnicity_Person
rel014arg02entityorfiller	GeneralAffiliation.MemberOriginReligionEthnicity_EntityOrFiller
rel015arg01person	GeneralAffiliation.MemberOriginReligionEthnicity.Ethnicity_Person
rel015arg02ethnicity	GeneralAffiliation.MemberOriginReligionEthnicity.Ethnicity_Ethnicity
rel016arg01citizen	GeneralAffiliation.MemberOriginReligionEthnicity.NationalityCitizen_Citizen
rel016arg02nationality	GeneralAffiliation.MemberOriginReligionEthnicity.NationalityCitizen_Nationality
rel017arg01organization	GeneralAffiliation.OrganizationPoliticalReligiousAffiliation_Organization
rel017arg02entityorfiller	GeneralAffiliation.OrganizationPoliticalReligiousAffiliation_EntityOrFiller
rel018arg01organization	GeneralAffiliation.OrganizationPoliticalReligiousAffiliation.NationalityCitizen_Organization
rel018arg02nationality	GeneralAffiliation.OrganizationPoliticalReligiousAffiliation.NationalityCitizen_Nationality
rel020arg01organization	GeneralAffiliation.OrganizationWebsite.OrganizationWebsite_Organization
rel020arg02website	GeneralAffiliation.OrganizationWebsite.OrganizationWebsite_Website
rel021arg01actororevent	GeneralAffiliation.Sponsorship_ActorOrEvent
rel021arg02sponsor	GeneralAffiliation.Sponsorship_Sponsor
rel022arg01actororevent	GeneralAffiliation.Sponsorship.AdvisePlanOrganize_ActorOrEvent
rel022arg02sponsor	GeneralAffiliation.Sponsorship.AdvisePlanOrganize_Sponsor
rel023arg01actororevent	GeneralAffiliation.Sponsorship.Affiliated_ActorOrEvent
rel023arg02sponsor	GeneralAffiliation.Sponsorship.Affiliated_Sponsor
rel024arg01actororevent	GeneralAffiliation.Sponsorship.HelpSupport_ActorOrEvent
rel024arg02sponsor	GeneralAffiliation.Sponsorship.HelpSupport_Sponsor
rel026arg01entityorfiller	Information.Color.Color_EntityOrFiller
rel026arg02color	Information.Color.Color_Color
rel028arg01entityorfiller	Information.Make.Make_EntityOrFiller
rel028arg02brand	Information.Make.Make_Brand
rel029arg01measurement	Measurement.Size_Measurement
rel029arg02entityorfiller	Measurement.Size_EntityOrFiller
rel030arg01measurement	Measurement.Size.Count_Measurement
rel030arg02entityorfiller	Measurement.Size.Count_EntityOrFiller
rel031arg01measurement	Measurement.Size.HeightLengthWidth_Measurement
rel031arg02entityorfiller	Measurement.Size.HeightLengthWidth_EntityOrFiller
rel032arg01measurement	Measurement.Size.Percentage_Measurement
rel032arg02entityorfiller	Measurement.Size.Percentage_EntityOrFiller
rel033arg01measurement	Measurement.Size.Weight_Measurement
rel033arg02entityorfiller	Measurement.Size.Weight_EntityOrFiller
rel034arg01employeemember	OrganizationAffiliation.EmploymentMembership_EmployeeMember
rel034arg02placeofemploymentmembership	OrganizationAffiliation.EmploymentMembership_PlaceOfEmploymentMembership
rel035arg01employee	OrganizationAffiliation.EmploymentMembership.Employment_Employee
rel035arg02placeofemployment	OrganizationAffiliation.EmploymentMembership.Employment_PlaceOfEmployment
rel036arg01member	OrganizationAffiliation.EmploymentMembership.Membership_Member
rel036arg02placeofmembership	OrganizationAffiliation.EmploymentMembership.Membership_PlaceOfMembership
rel038arg01founder	OrganizationAffiliation.Founder.Founder_Founder
rel038arg02organization	OrganizationAffiliation.Founder.Founder_Organization
rel039arg01leader	OrganizationAffiliation.Leadership_Leader
rel039arg02organization	OrganizationAffiliation.Leadership_Organization
rel040arg01leader	OrganizationAffiliation.Leadership.Government_Leader
rel040arg02governmentbodyorgpe	OrganizationAffiliation.Leadership.Government_GovernmentBodyOrGPE
rel041arg01leader	OrganizationAffiliation.Leadership.HeadOfState_Leader
rel041arg02country	OrganizationAffiliation.Leadership.HeadOfState_Country
rel042arg01leader	OrganizationAffiliation.Leadership.MilitaryPolice_Leader
rel042arg02militarypoliceorg	OrganizationAffiliation.Leadership.MilitaryPolice_MilitaryPoliceORG
rel043arg01subsidiary	PartWhole.Subsidiary_Subsidiary
rel043arg02parent	PartWhole.Subsidiary_Parent
rel044arg01subsidiary	PartWhole.Subsidiary.NationalityCitizen_Subsidiary
rel044arg02parent	PartWhole.Subsidiary.NationalityCitizen_Parent
rel045arg01subsidiary	PartWhole.Subsidiary.OrganizationSubsidiary_Subsidiary
rel045arg02parent	PartWhole.Subsidiary.OrganizationSubsidiary_Parent
rel046arg01person	PersonalSocial.Role_Person
rel046arg02role	PersonalSocial.Role_Role
rel047arg01person	PersonalSocial.Role.ProfessionalRole_Person
rel047arg02jobrole	PersonalSocial.Role.ProfessionalRole_JobRole
rel048arg01person	PersonalSocial.Role.TitleFormOfAddress_Person
rel048arg02title	PersonalSocial.Role.TitleFormOfAddress_Title
rel049arg01person	PersonalSocial.Relationship_Person
rel049arg02person	PersonalSocial.Relationship_Person
rel050arg01person	PersonalSocial.Relationship.Political_Person
rel050arg02person	PersonalSocial.Relationship.Political_Person
rel051arg01entityorfiller	Physical.LocatedNear_EntityOrFiller
rel051arg02place	Physical.LocatedNear_Place
rel053arg01place	Physical.LocatedNear.Surround_Place
rel053arg02entityorfiller	Physical.LocatedNear.Surround_EntityOrFiller
rel055arg01organization	Physical.OrganizationHeadquarters.OrganizationHeadquarters_Organization
rel055arg02place	Physical.OrganizationHeadquarters.OrganizationHeadquarters_Place
rel057arg01resident	Physical.Resident.Resident_Resident
rel057arg02place	Physical.Resident.Resident_Place
rel059arg01entityresponsible	ResponsibilityBlame.AssignBlame.AssignBlame_EntityResponsible
rel059arg02event	ResponsibilityBlame.AssignBlame.AssignBlame_Event
rel061arg01entityresponsible	ResponsibilityBlame.ClaimResponsibility.ClaimResponsibility_EntityResponsible
rel061arg02event	ResponsibilityBlame.ClaimResponsibility.ClaimResponsibility_Event
rel062arg01holder	Evaluate.Status.HoaxFraud_Holder
rel062arg02hoaxfraud	Evaluate.Status.HoaxFraud_HoaxFraud
