type	docid	doceid	spans
Life.Die.NonviolentDeath	JC002YF02	JC002YF53	(4049,0)-(4054,0)
Life.Die.NonviolentDeath	JC002YF02	JC002YF53	(4814,0)-(4831,0)
Life.Injure.IllnessDegredationSickness	JC002YCXK	JC002YEOG	(1055,0)-(1065,0)
Life.Injure.IllnessDegredationSickness	JC002YCXK	JC002YEOG	(1580,0)-(1587,0)
Life.Injure.IllnessDegredationSickness	JC002YCXK	JC002YEOG	(1917,0)-(1927,0)
Life.Injure.IllnessDegredationSickness	JC002YCXK	JC002YEOG	(2181,0)-(2191,0)
Life.Injure.IllnessDegredationSickness	JC002YCXK	JC002YEOG	(221,0)-(227,0)
Life.Injure.IllnessDegredationSickness	JC002YCXK	JC002YEOG	(2228,0)-(2235,0)
Life.Injure.IllnessDegredationSickness	JC002YCXK	JC002YEOG	(342,0)-(352,0)
Life.Injure.IllnessDegredationSickness	JC002YCXK	JC002YEOG	(616,0)-(632,0)
Life.Injure.IllnessDegredationSickness	JC002YCXK	JC002YEOG	(692,0)-(702,0)
Life.Injure.IllnessDegredationSickness	JC002YCXK	JC002YEOG	(983,0)-(989,0)
Life.Injure.InjuryCausedByViolentEvents	IC001V8WF	IC001VBI8	(2131,0)-(2138,0)
Life.Injure.InjuryCausedByViolentEvents	IC001V8WF	IC001VBI8	(500,0)-(505,0)
Life.Injure.InjuryCausedByViolentEvents	IC001VAPK	IC001VBFN	(2336,0)-(2342,0)
Life.Injure.InjuryCausedByViolentEvents	IC001VCIQ	IC001VCIS	(64.936,0)-(69.328,0)
Life.Injure.InjuryCausedByViolentEvents	IC001VGO2	IC001VGWW	(1934,0)-(1937,0)
Life.Injure.InjuryCausedByViolentEvents	KC003A6NA	KC003ADT2	(2715,0)-(2722,0)
MHI.Disease.Disease	JC002YC48	JC002YEMH	(131,0)-(141,0)
MHI.Disease.Disease	JC002YC48	JC002YEMH	(19,0)-(34,0)
MHI.Disease.Disease	JC002YC48	JC002YEMH	(25,0)-(34,0)
MHI.Disease.Disease	JC002YC48	JC002YEMH	(265,0)-(281,0)
MHI.Disease.Disease	JC002YC48	JC002YEMH	(530,0)-(545,0)
MHI.Disease.Disease	JC002YC48	JC002YEMH	(612,0)-(622,0)
MHI.Disease.Disease	JC002YC48	JC002YEMH	(68,0)-(104,0)
MHI.Disease.Disease	JC002YC48	JC002YEMH	(86,0)-(115,0)
MHI.Disease.Disease	JC002YCXK	JC002YEOG	(1055,0)-(1065,0)
MHI.Disease.Disease	JC002YCXK	JC002YEOG	(1917,0)-(1927,0)
MHI.Disease.Disease	JC002YCXK	JC002YEOG	(210,0)-(227,0)
MHI.Disease.Disease	JC002YCXK	JC002YEOG	(2181,0)-(2191,0)
MHI.Disease.Disease	JC002YCXK	JC002YEOG	(2212,0)-(2265,0)
MHI.Disease.Disease	JC002YCXK	JC002YEOG	(2248,0)-(2254,0)
MHI.Disease.Disease	JC002YCXK	JC002YEOG	(2260,0)-(2265,0)
MHI.Disease.Disease	JC002YCXK	JC002YEOG	(342,0)-(352,0)
MHI.Disease.Disease	JC002YCXK	JC002YEOG	(355,0)-(376,0)
MHI.Disease.Disease	JC002YCXK	JC002YEOG	(605,0)-(632,0)
MHI.Disease.Disease	JC002YCXK	JC002YEOG	(692,0)-(702,0)
MHI.Disease.Disease	JC002YCXK	JC002YEOG	(964,0)-(989,0)
MHI.Disease.Disease	JC002YF02	JC002YF53	(2620,0)-(2649,0)
MHI.Disease.Disease	JC002YF02	JC002YF53	(2635,0)-(2649,0)
MHI.Disease.Disease	JC002YF02	JC002YF53	(2645,0)-(2649,0)
MHI.Disease.Disease	JC002YF02	JC002YF53	(2725,0)-(2735,0)
MHI.Disease.Disease	JC002YF02	JC002YF53	(2833,0)-(2843,0)
MHI.Disease.Disease	JC002YF02	JC002YF53	(4059,0)-(4077,0)
MHI.Disease.Disease	JC002YF02	JC002YF53	(4071,0)-(4077,0)
MHI.Disease.Disease	JC002YF02	JC002YF53	(4551,0)-(4561,0)
MHI.Disease.Disease	JC002YF02	JC002YF53	(4846,0)-(4856,0)
MHI.SymptomPresentation.SymptomPresentation	JC002YD6G	JC002YD6I	(262,0)-(267,0)
MHI.SymptomPresentation.SymptomPresentation	JC002YD6G	JC002YD6I	(276,0)-(285,0)
MHI.SymptomPresentation.SymptomPresentation	JC002YD6G	JC002YD6I	(819,0)-(827,0)
MON	JC002YCXK	JC002YEOG	(2360,0)-(2364,0)
Measurement.Size.Count	IC001V8WF	IC001VBI8	(1732,0)-(1734,0)
Measurement.Size.Count	IC001V8WF	IC001VBI8	(1829,0)-(1832,0)
Measurement.Size.Count	IC001V8WF	IC001VBI8	(2149,0)-(2153,0)
Measurement.Size.Count	IC001V9U9	IC001VBJM	(109,0)-(111,0)
Measurement.Size.Count	IC001V9U9	IC001VBJM	(1234,0)-(1236,0)
Measurement.Size.Count	IC001V9U9	IC001VBJM	(1390,0)-(1392,0)
Measurement.Size.Count	IC001V9U9	IC001VBJM	(1480,0)-(1482,0)
Measurement.Size.Count	IC001V9U9	IC001VBJM	(1534,0)-(1541,0)
Measurement.Size.Count	IC001V9U9	IC001VBJM	(1578,0)-(1580,0)
Measurement.Size.Count	IC001V9U9	IC001VBJM	(2433,0)-(2435,0)
Measurement.Size.Count	IC001V9U9	IC001VBJM	(2590,0)-(2592,0)
Measurement.Size.Count	IC001V9U9	IC001VBJM	(262,0)-(264,0)
Measurement.Size.Count	IC001V9U9	IC001VBJM	(4568,0)-(4570,0)
Measurement.Size.Count	IC001V9U9	IC001VBJM	(975,0)-(977,0)
Measurement.Size.Count	IC001VAPK	IC001VBFN	(2303,0)-(2307,0)
Measurement.Size.Count	IC001VAPK	IC001VBFN	(2876,0)-(2878,0)
Measurement.Size.Count	IC001VAPK	IC001VBFN	(427,0)-(434,0)
Measurement.Size.Count	IC001VAPK	IC001VBFN	(864,0)-(866,0)
Measurement.Size.Count	IC001VGO2	IC001VGWW	(1201,0)-(1203,0)
Measurement.Size.Count	IC001VGO2	IC001VGWW	(1852,0)-(1857,0)
Measurement.Size.Count	IC001VGO2	IC001VGWW	(1893,0)-(1897,0)
Measurement.Size.Count	IC001VGO2	IC001VGWW	(2075,0)-(2079,0)
Measurement.Size.Count	IC001VGO2	IC001VGWW	(2471,0)-(2474,0)
Measurement.Size.Count	IC001VGO2	IC001VGWW	(319,0)-(325,0)
Measurement.Size.Count	IC001VGO2	IC001VGWW	(88,0)-(90,0)
Measurement.Size.Count	IC001VGO2	IC001VGWW	(926,0)-(928,0)
Measurement.Size.Count	JC002YC48	JC002YEMH	(68,0)-(76,0)
Measurement.Size.Count	JC002YCXK	JC002YEOG	(1698,0)-(1700,0)
Measurement.Size.Count	JC002YCXK	JC002YEOG	(1852,0)-(1877,0)
Measurement.Size.Count	JC002YCXK	JC002YEOG	(240,0)-(244,0)
Measurement.Size.Count	JC002YCXK	JC002YEOG	(635,0)-(637,0)
Measurement.Size.Count	JC002YCXK	JC002YEOG	(646,0)-(650,0)
Measurement.Size.Count	JC002YF02	JC002YF53	(2620,0)-(2625,0)
Measurement.Size.Count	JC002YF02	JC002YF53	(2802,0)-(2804,0)
Measurement.Size.Count	JC002YF02	JC002YF53	(2918,0)-(2939,0)
Measurement.Size.Count	JC002YF02	JC002YF53	(4026,0)-(4026,0)
Measurement.Size.Count	KC003A6NA	KC003ADT2	(2724,0)-(2737,0)
Measurement.Size.Count	KC003A6NA	KC003ADT2	(3149,0)-(3159,0)
Measurement.Size.Count	KC003A6NA	KC003ADT2	(4825,0)-(4831,0)
Measurement.Size.Count	KC003A6NA	KC003ADT2	(4979,0)-(4985,0)
Measurement.Size.Count	KC003A6NA	KC003ADT2	(5304,0)-(5310,0)
Measurement.Size.Percentage	KC003A6NA	KC003ADT2	(4883,0)-(4889,0)
Measurement.Size.Percentage	KC003A6NA	KC003ADT2	(5043,0)-(5049,0)
Medical.Intervention.Intervention	IC001VAPK	IC001VBFN	(2368,0)-(2376,0)
Movement.TransportArtifact	IC001V9U9	IC001VBJM	(2508,0)-(2515,0)
Movement.TransportArtifact	IC001V9U9	IC001VBJM	(970,0)-(973,0)
Movement.TransportArtifact.BringCarryUnload	IC001V8WF	IC001VBI8	(156,0)-(171,0)
Movement.TransportArtifact.BringCarryUnload	IC001V8WF	IC001VBI8	(1869,0)-(1876,0)
Movement.TransportArtifact.BringCarryUnload	IC001V8WF	IC001VBI8	(512,0)-(527,0)
Movement.TransportArtifact.BringCarryUnload	IC001VGO2	IC001VGWW	(1153,0)-(1161,0)
Movement.TransportArtifact.BringCarryUnload	IC001VGO2	IC001VGWW	(1219,0)-(1222,0)
Movement.TransportArtifact.BringCarryUnload	IC001VGO2	IC001VGWW	(356,0)-(359,0)
Movement.TransportArtifact.BringCarryUnload	IC001VGO2	IC001VGWW	(956,0)-(962,0)
Movement.TransportArtifact.Fall	IC001V9U9	IC001VBJM	(2701,0)-(2704,0)
Movement.TransportArtifact.Fall	IC001VGO2	IC001VGWW	(1476,0)-(1479,0)
Movement.TransportArtifact.LossOfControl	IC001V9U9	IC001VBJM	(1384,0)-(1388,0)
Movement.TransportArtifact.LossOfControl	IC001VGO2	IC001VGWW	(1361,0)-(1372,0)
Movement.TransportArtifact.LossOfControl	IC001VGO2	IC001VGWW	(1459,0)-(1470,0)
Movement.TransportPerson	JC002YCXK	JC002YEOG	(2681,0)-(2684,0)
Movement.TransportPerson	JC002YCXK	JC002YEOG	(454,0)-(457,0)
Movement.TransportPerson.EvacuationRescue	IC001V9U9	IC001VBJM	(3250,0)-(3257,0)
Movement.TransportPerson.EvacuationRescue	IC001V9U9	IC001VBJM	(3371,0)-(3377,0)
Movement.TransportPerson.EvacuationRescue	IC001VAPK	IC001VBFN	(410,0)-(421,0)
Movement.TransportPerson.EvacuationRescue	IC001VCIQ	IC001VCIS	(64.936,0)-(69.231,0)
Movement.TransportPerson.EvacuationRescue	IC001VCIQ	IC001VCIS	(69.313,0)-(77.414,0)
Movement.TransportPerson.EvacuationRescue	IC001VFH8	IC001VFHC	(127.815,0)-(132.812,0)
Movement.TransportPerson.EvacuationRescue	IC001VGO2	IC001VGWW	(1881,0)-(1890,0)
Movement.TransportPerson.PreventEntry	KC003A6NA	KC003ADT2	(3850,0)-(3855,0)
Movement.TransportPerson.SelfMotion	JC002YC48	JC002YEMH	(751,0)-(757,0)
ORG	IC001V9U9	IC001VBJM	(1179,0)-(1192,0)
ORG	IC001V9U9	IC001VBJM	(1360,0)-(1371,0)
ORG	IC001V9U9	IC001VBJM	(2047,0)-(2054,0)
ORG	IC001V9U9	IC001VBJM	(2067,0)-(2073,0)
ORG	IC001V9U9	IC001VBJM	(2613,0)-(2628,0)
ORG	IC001V9U9	IC001VBJM	(3871,0)-(3873,0)
ORG	IC001V9U9	IC001VBJM	(4447,0)-(4502,0)
ORG	IC001V9U9	IC001VBJM	(4483,0)-(4502,0)
ORG	IC001V9U9	IC001VBJM	(4550,0)-(4551,0)
ORG	IC001V9U9	IC001VBJM	(4721,0)-(4736,0)
ORG	IC001V9U9	IC001VBJM	(4776,0)-(4777,0)
ORG	JC002YCXK	JC002YEOG	(1002,0)-(1017,0)
ORG	JC002YCXK	JC002YEOG	(1822,0)-(1835,0)
ORG	JC002YCXK	JC002YEOG	(1964,0)-(1988,0)
ORG	JC002YCXK	JC002YEOG	(2109,0)-(2143,0)
ORG	JC002YCXK	JC002YEOG	(2304,0)-(2327,0)
ORG	JC002YCXK	JC002YEOG	(2592,0)-(2605,0)
ORG	JC002YCXK	JC002YEOG	(847,0)-(915,0)
ORG	JC002YCXK	JC002YEOG	(918,0)-(920,0)
ORG	JC002YD6G	JC002YD6I	(410,0)-(419,0)
ORG.Government	IC001V9U9	IC001VBJM	(1200,0)-(1207,0)
ORG.Government	IC001V9U9	IC001VBJM	(1570,0)-(1571,0)
ORG.Government	IC001V9U9	IC001VBJM	(1744,0)-(1757,0)
ORG.Government	IC001V9U9	IC001VBJM	(343,0)-(356,0)
ORG.Government	IC001V9U9	IC001VBJM	(3579,0)-(3599,0)
ORG.Government	IC001V9U9	IC001VBJM	(3692,0)-(3701,0)
ORG.Government	IC001V9U9	IC001VBJM	(3898,0)-(3924,0)
ORG.Government	IC001V9U9	IC001VBJM	(3952,0)-(3955,0)
ORG.Government	IC001V9U9	IC001VBJM	(3976,0)-(3977,0)
ORG.Government	IC001V9U9	IC001VBJM	(4039,0)-(4040,0)
ORG.Government	IC001V9U9	IC001VBJM	(4146,0)-(4159,0)
ORG.Government	IC001V9U9	IC001VBJM	(4244,0)-(4257,0)
ORG.Government	IC001V9U9	IC001VBJM	(447,0)-(450,0)
ORG.Government	IC001VAPK	IC001VBFN	(1166,0)-(1176,0)
ORG.Government	IC001VAPK	IC001VBFN	(2380,0)-(2432,0)
ORG.Government	IC001VAPK	IC001VBFN	(30,0)-(31,0)
ORG.Government	IC001VAPK	IC001VBFN	(3085,0)-(3094,0)
ORG.Government	IC001VAPK	IC001VBFN	(5,0)-(15,0)
ORG.Government	JC002YD6G	JC002YD6I	(600,0)-(629,0)
ORG.Government	JC002YD6G	JC002YD6I	(689,0)-(696,0)
ORG.Government	KC003A6NA	KC003ADT2	(3010,0)-(3019,0)
ORG.Government	KC003A6NA	KC003ADT2	(3229,0)-(3242,0)
ORG.Government	KC003A6NA	KC003ADT2	(3679,0)-(3692,0)
ORG.Government	KC003A6NA	KC003ADT2	(3744,0)-(3745,0)
ORG.Government	KC003A6NA	KC003ADT2	(3847,0)-(3848,0)
ORG.Government	KC003A6NA	KC003ADT2	(4249,0)-(4269,0)
ORG.Government.Agency	KC003A7RG	KC003ADVE	(3990,0)-(3992,0)
ORG.MilitaryOrganization	KC003A59I	KC003A59K_333	(335,305)-(500,318)
ORG.MilitaryOrganization	KC003A59I	KC003A59K_334	(332,305)-(500,320)
ORG.MilitaryOrganization	KC003A59I	KC003A59K_339	(245,301)-(377,318)
ORG.MilitaryOrganization	KC003A59I	KC003A59K_342	(332,305)-(498,320)
ORG.MilitaryOrganization	KC003A59I	KC003A59K_343	(332,303)-(499,321)
ORG.MilitaryOrganization	KC003A59I	KC003A59K_344	(331,303)-(500,319)
ORG.MilitaryOrganization.GovernmentArmedForces	IC001VAPK	IC001VBFN	(2316,0)-(2329,0)
ORG.MilitaryOrganization.GovernmentArmedForces	IC001VAPK	IC001VBFN	(568,0)-(581,0)
ORG.MilitaryOrganization.NonGovernmentMilitia	IC001VAPK	IC001VBFN	(2745,0)-(2800,0)
ORG.MilitaryOrganization.NonGovernmentMilitia	IC001VAPK	IC001VBFN	(2823,0)-(2842,0)
ORG.MilitaryOrganization.NonGovernmentMilitia	IC001VAPK	IC001VBFN	(2845,0)-(2847,0)
ORG.MilitaryOrganization.NonGovernmentMilitia	IC001VAPK	IC001VBFN	(2854,0)-(2858,0)
ORG.MilitaryOrganization.NonGovernmentMilitia	IC001VAPK	IC001VBFN	(2963,0)-(2971,0)
ORG.MilitaryOrganization.NonGovernmentMilitia	IC001VAPK	IC001VBFN	(3038,0)-(3042,0)
ORG.PoliticalOrganization	IC001V9U9	IC001VBJM	(4078,0)-(4088,0)
ORG.PoliticalOrganization	IC001V9U9	IC001VBJM	(4091,0)-(4135,0)
ORG.PoliticalOrganization	IC001V9U9	IC001VBJM	(4415,0)-(4423,0)
ORG.PoliticalOrganization	KC003A7RG	KC003ADVE	(3411,0)-(3433,0)
ORG.PoliticalOrganization	KC003A7RG	KC003ADVE	(3766,0)-(3768,0)
OrganizationAffiliation.EmploymentMembership.Employment	IC001VAPK	IC001VBFN	(1089,0)-(1095,0)
OrganizationAffiliation.EmploymentMembership.Employment	IC001VAPK	IC001VBFN	(2309,0)-(2310,0)
OrganizationAffiliation.EmploymentMembership.Employment	IC001VAPK	IC001VBFN	(3085,0)-(3094,0)
OrganizationAffiliation.EmploymentMembership.Employment	IC001VAPK	IC001VBFN	(839,0)-(858,0)
OrganizationAffiliation.EmploymentMembership.Employment	KC003A6NA	KC003ADT2	(3010,0)-(3019,0)
OrganizationAffiliation.EmploymentMembership.Employment	KC003A7RG	KC003ADVE	(3751,0)-(3758,0)
OrganizationAffiliation.EmploymentMembership.Employment	KC003A7RG	KC003ADVE	(3947,0)-(3956,0)
OrganizationAffiliation.Founder.Founder	IC001VAPK	IC001VBFN	(2975,0)-(2980,0)
OrganizationAffiliation.Leadership	JC002YD6G	JC002YD6I	(393,0)-(402,0)
OrganizationAffiliation.Leadership.HeadOfState	IC001V8WF	IC001VBI8	(125,0)-(133,0)
OrganizationAffiliation.Leadership.HeadOfState	IC001V8WF	IC001VBI8	(283,0)-(291,0)
OrganizationAffiliation.Leadership.HeadOfState	IC001V9U9	IC001VBJM	(205,0)-(213,0)
OrganizationAffiliation.Leadership.HeadOfState	IC001V9U9	IC001VBJM	(3531,0)-(3539,0)
OrganizationAffiliation.Leadership.HeadOfState	IC001V9U9	IC001VBJM	(3752,0)-(3760,0)
OrganizationAffiliation.Leadership.HeadOfState	IC001VAPK	IC001VBFN	(103,0)-(111,0)
OrganizationAffiliation.Leadership.HeadOfState	IC001VAPK	IC001VBFN	(811,0)-(816,0)
OrganizationAffiliation.Leadership.HeadOfState	IC001VGO2	IC001VGWW	(169,0)-(177,0)
OrganizationAffiliation.Leadership.HeadOfState	IC001VGO2	IC001VGWW	(2327,0)-(2335,0)
OrganizationAffiliation.Leadership.HeadOfState	IC001VGO2	IC001VGWW	(476,0)-(484,0)
PER	IC001V8WF	IC001VBI8	(1732,0)-(1741,0)
PER	IC001V9U9	IC001VBJM	(1067,0)-(1074,0)
PER	IC001V9U9	IC001VBJM	(1080,0)-(1096,0)
PER	IC001V9U9	IC001VBJM	(109,0)-(228,0)
PER	IC001V9U9	IC001VBJM	(1578,0)-(1605,0)
PER	IC001V9U9	IC001VBJM	(1685,0)-(1698,0)
PER	IC001V9U9	IC001VBJM	(1714,0)-(1716,0)
PER	IC001V9U9	IC001VBJM	(1785,0)-(1789,0)
PER	IC001V9U9	IC001VBJM	(1817,0)-(1820,0)
PER	IC001V9U9	IC001VBJM	(1968,0)-(1976,0)
PER	IC001V9U9	IC001VBJM	(2151,0)-(2163,0)
PER	IC001V9U9	IC001VBJM	(2191,0)-(2223,0)
PER	IC001V9U9	IC001VBJM	(2433,0)-(2484,0)
PER	IC001V9U9	IC001VBJM	(2491,0)-(2494,0)
PER	IC001V9U9	IC001VBJM	(2590,0)-(2600,0)
PER	IC001V9U9	IC001VBJM	(262,0)-(272,0)
PER	IC001V9U9	IC001VBJM	(2683,0)-(2684,0)
PER	IC001V9U9	IC001VBJM	(2768,0)-(2782,0)
PER	IC001V9U9	IC001VBJM	(2785,0)-(2799,0)
PER	IC001V9U9	IC001VBJM	(2832,0)-(2834,0)
PER	IC001V9U9	IC001VBJM	(2863,0)-(2865,0)
PER	IC001V9U9	IC001VBJM	(2956,0)-(2958,0)
PER	IC001V9U9	IC001VBJM	(2980,0)-(2981,0)
PER	IC001V9U9	IC001VBJM	(318,0)-(320,0)
PER	IC001V9U9	IC001VBJM	(3483,0)-(3508,0)
PER	IC001V9U9	IC001VBJM	(3712,0)-(3734,0)
PER	IC001V9U9	IC001VBJM	(3783,0)-(3802,0)
PER	IC001V9U9	IC001VBJM	(406,0)-(435,0)
PER	IC001V9U9	IC001VBJM	(482,0)-(499,0)
PER	IC001V9U9	IC001VBJM	(541,0)-(563,0)
PER	IC001V9U9	IC001VBJM	(570,0)-(573,0)
PER	IC001V9U9	IC001VBJM	(616,0)-(626,0)
PER	IC001V9U9	IC001VBJM	(88,0)-(98,0)
PER	IC001V9U9	IC001VBJM	(955,0)-(968,0)
PER	IC001VAPK	IC001VBFN	(1097,0)-(1107,0)
PER	IC001VAPK	IC001VBFN	(169,0)-(180,0)
PER	IC001VAPK	IC001VBFN	(2256,0)-(2267,0)
PER	IC001VAPK	IC001VBFN	(469,0)-(476,0)
PER	IC001VAPK	IC001VBFN	(479,0)-(490,0)
PER	IC001VAPK	IC001VBFN	(716,0)-(743,0)
PER	IC001VAPK	IC001VBFN	(775,0)-(795,0)
PER	IC001VAPK	IC001VBFN	(839,0)-(858,0)
PER	IC001VAPK	IC001VBFN	(864,0)-(879,0)
PER	IC001VCIQ	IC001VCIS_10	(32,47)-(296,335)
PER	IC001VGO2	IC001VGWW	(1293,0)-(1305,0)
PER	IC001VGO2	IC001VGWW	(1320,0)-(1334,0)
PER	IC001VGO2	IC001VGWW	(1404,0)-(1416,0)
PER	IC001VGO2	IC001VGWW	(1799,0)-(1806,0)
PER	IC001VGO2	IC001VGWW	(1809,0)-(1820,0)
PER	IC001VGO2	IC001VGWW	(2383,0)-(2421,0)
PER	IC001VGO2	IC001VGWW	(2471,0)-(2510,0)
PER	IC001VGO2	IC001VGWW	(2513,0)-(2539,0)
PER	IC001VGO2	IC001VGWW	(2532,0)-(2539,0)
PER	IC001VGO2	IC001VGWW	(508,0)-(521,0)
PER	IC001VGO2	IC001VGWW	(629,0)-(647,0)
PER	IC001VGO2	IC001VGWW	(763,0)-(792,0)
PER	IC001VGO2	IC001VGWW	(88,0)-(97,0)
PER	IC001VGO2	IC001VGWW	(911,0)-(919,0)
PER	JC002YC48	JC002YEMH	(284,0)-(308,0)
PER	JC002YC48	JC002YEMH	(299,0)-(308,0)
PER	JC002YC48	JC002YEMH	(740,0)-(749,0)
PER	JC002YCXK	JC002YEOG	(1033,0)-(1033,0)
PER	JC002YCXK	JC002YEOG	(1637,0)-(1642,0)
PER	JC002YCXK	JC002YEOG	(1687,0)-(1692,0)
PER	JC002YCXK	JC002YEOG	(1698,0)-(1727,0)
PER	JC002YCXK	JC002YEOG	(1729,0)-(1745,0)
PER	JC002YCXK	JC002YEOG	(1748,0)-(1786,0)
PER	JC002YCXK	JC002YEOG	(1852,0)-(1897,0)
PER	JC002YCXK	JC002YEOG	(1930,0)-(1933,0)
PER	JC002YCXK	JC002YEOG	(240,0)-(274,0)
PER	JC002YCXK	JC002YEOG	(2631,0)-(2639,0)
PER	JC002YCXK	JC002YEOG	(543,0)-(551,0)
PER	JC002YCXK	JC002YEOG	(635,0)-(670,0)
PER	JC002YCXK	JC002YEOG	(642,0)-(670,0)
PER	JC002YCXK	JC002YEOG	(761,0)-(772,0)
PER	JC002YCXK	JC002YEOG	(775,0)-(822,0)
PER	JC002YCXK	JC002YEOG	(828,0)-(915,0)
PER	JC002YCXK	JC002YEOG	(925,0)-(926,0)
PER	JC002YCXK	JC002YEOG	(993,0)-(994,0)
PER	JC002YD6G	JC002YD6I	(174,0)-(177,0)
PER	JC002YD6G	JC002YD6I	(393,0)-(402,0)
PER	JC002YD6G	JC002YD6I	(446,0)-(450,0)
PER	JC002YD6G	JC002YD6I	(492,0)-(501,0)
PER	JC002YD6G	JC002YD6I	(755,0)-(762,0)
PER	JC002YF02	JC002YF53	(2700,0)-(2711,0)
PER	JC002YF02	JC002YF53	(2802,0)-(2817,0)
PER	JC002YF02	JC002YF53	(2918,0)-(2963,0)
PER	JC002YF02	JC002YF53	(4026,0)-(4047,0)
PER	JC002YF02	JC002YF53	(4028,0)-(4034,0)
PER	KC003A59I	KC003A59K_328	(132,303)-(207,319)
PER	KC003A59I	KC003A59K_339	(135,285)-(161,298)
PER	KC003A59I	KC003A59K_339	(427,305)-(531,317)
PER	KC003A59I	KC003A59K_340	(128,301)-(352,317)
PER	KC003A59I	KC003A59K_340	(131,282)-(161,300)
PER	KC003A59I	KC003A59K_340	(427,302)-(456,316)
PER	KC003A59I	KC003A59K_341	(131,299)-(354,320)
PER	KC003A59I	KC003A59K_341	(138,283)-(162,299)
PER	KC003A59I	KC003A59K_342	(133,284)-(162,301)
PER	KC003A59I	KC003A59K_343	(134,284)-(162,299)
PER	KC003A59I	KC003A59K_345	(131,300)-(211,321)
PER	KC003A59I	KC003A59K_346	(132,302)-(210,321)
PER	KC003A6NA	KC003ADT2	(2915,0)-(2930,0)
PER	KC003A6NA	KC003ADT2	(2983,0)-(2986,0)
PER	KC003A6NA	KC003ADT2	(3149,0)-(3166,0)
PER	KC003A6NA	KC003ADT2	(3260,0)-(3330,0)
PER	KC003A6NA	KC003ADT2	(3396,0)-(3412,0)
PER	KC003A6NA	KC003ADT2	(3491,0)-(3493,0)
PER	KC003A6NA	KC003ADT2	(3950,0)-(3955,0)
PER	KC003A6NA	KC003ADT2	(3959,0)-(3991,0)
PER	KC003A6NA	KC003ADT2	(3967,0)-(3991,0)
PER	KC003A6NA	KC003ADT2	(4038,0)-(4041,0)
PER	KC003A6NA	KC003ADT2	(4973,0)-(4992,0)
PER	KC003A6NA	KC003ADT2	(5054,0)-(5068,0)
PER	KC003A6NA	KC003ADT2	(5275,0)-(5317,0)
PER	KC003A7RG	KC003ADVE	(3386,0)-(3388,0)
PER	KC003A7RG	KC003ADVE	(3820,0)-(3825,0)
PER	KC003A7RG	KC003ADVE	(3891,0)-(3915,0)
PER.Combatant	IC001V9U9	IC001VBJM	(2000,0)-(2002,0)
PER.Combatant	IC001VAPK	IC001VBFN	(2228,0)-(2234,0)
PER.Combatant	IC001VAPK	IC001VBFN	(2236,0)-(2248,0)
PER.Combatant	IC001VAPK	IC001VBFN	(2274,0)-(2277,0)
PER.Combatant	IC001VAPK	IC001VBFN	(2670,0)-(2681,0)
PER.Combatant	IC001VAPK	IC001VBFN	(3019,0)-(3029,0)
PER.Combatant	IC001VAPK	IC001VBFN	(901,0)-(903,0)
PER.Combatant	IC001VGO2	IC001VGWW	(687,0)-(689,0)
PER.Combatant	KC003A6NA	KC003ADT2	(2502,0)-(2515,0)
PER.Combatant.Sniper	IC001VAPK	IC001VBFN	(3085,0)-(3102,0)
PER.MilitaryPersonnel	IC001V8WF	IC001VBI8	(2140,0)-(2160,0)
PER.MilitaryPersonnel	IC001V8WF	IC001VBI8	(458,0)-(474,0)
PER.MilitaryPersonnel	IC001V9U9	IC001VBJM	(1530,0)-(1551,0)
PER.MilitaryPersonnel	IC001V9U9	IC001VBJM	(3332,0)-(3349,0)
PER.MilitaryPersonnel	IC001V9U9	IC001VBJM	(4623,0)-(4630,0)
PER.MilitaryPersonnel	IC001VAPK	IC001VBFN	(2303,0)-(2329,0)
PER.MilitaryPersonnel	IC001VAPK	IC001VBFN	(427,0)-(446,0)
PER.MilitaryPersonnel	IC001VCIQ	IC001VCIS_10	(1,46)-(197,333)
PER.MilitaryPersonnel	IC001VCIQ	IC001VCIS_10	(197,10)-(365,327)
PER.MilitaryPersonnel	IC001VCIQ	IC001VCIS_10	(197,55)-(460,336)
PER.MilitaryPersonnel	IC001VCIQ	IC001VCIS_10	(411,75)-(591,334)
PER.MilitaryPersonnel	IC001VCIQ	IC001VCIS_11	(73,27)-(521,336)
PER.MilitaryPersonnel	IC001VCIQ	IC001VCIS_13	(271,39)-(565,274)
PER.MilitaryPersonnel	IC001VCIQ	IC001VCIS_13	(62,43)-(334,323)
PER.MilitaryPersonnel	IC001VFH8	IC001VFHC_46	(12,109)-(158,196)
PER.MilitaryPersonnel	IC001VFH8	IC001VFHC_51	(28,160)-(81,219)
PER.MilitaryPersonnel	IC001VFH8	IC001VFHC_51	(294,98)-(338,175)
PER.MilitaryPersonnel	IC001VGO2	IC001VGWW	(1852,0)-(1869,0)
PER.MilitaryPersonnel	IC001VGO2	IC001VGWW	(1893,0)-(1927,0)
PER.Police	IC001V8WF	IC001VBI8	(1086,0)-(1102,0)
PER.Police	KC003A6NA	KC003ADT2	(2724,0)-(2763,0)
PER.Police	KC003A6NA	KC003ADT2	(2807,0)-(2828,0)
PER.Police	KC003A6NA	KC003ADT2	(2908,0)-(2911,0)
PER.Police	KC003A6NA	KC003ADT2	(2945,0)-(2963,0)
PER.Police	KC003A6NA	KC003ADT2	(3010,0)-(3035,0)
PER.Police	KC003A6NA	KC003ADT2	(3111,0)-(3114,0)
